# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 250, i.e. number of multipoles equal to 249
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   60       2.194133494455e-10       2.809021331134e-14      -2.558939619385e-13       0.000000000000e+00       5.284714401889e-20       1.041115639854e-20       4.243852720775e-20      -2.607562925543e-16      -3.227710900717e-16       6.201479751732e-17       1.355231010751e-17       1.358934764560e-17      -3.518635369289e-20       8.644670147042e-14       3.885689346007e-15       2.804066370719e-14       5.787855569091e-17       1.251443837289e-15 
   61       2.223971115253e-10       2.951976765471e-14      -2.993111579434e-13       0.000000000000e+00       4.886014822465e-20       1.006348499627e-20       3.879848190164e-20      -2.770630088999e-16      -3.353963870816e-16       5.833337818172e-17       1.376697922370e-17       1.380138231481e-17      -3.281667104356e-20       9.044847369261e-14       4.066013698797e-15       2.946792820518e-14       6.066566889868e-17       1.315243203264e-15 
   62       2.254089666084e-10       3.099010402558e-14      -3.445835579829e-13       0.000000000000e+00       4.524344150815e-20       9.735608083150e-21       3.550899496028e-20      -2.929727183571e-16      -3.479027129882e-16       5.492999463107e-17       1.397835894736e-17       1.401103018199e-17      -3.209541761677e-20       9.454552545617e-14       4.241034113713e-15       3.093249387699e-14       6.353229417097e-17       1.380705703113e-15 
   63       2.284486942923e-10       3.249880977881e-14      -3.914979176021e-13       0.000000000000e+00       4.195822452311e-20       9.426071708538e-21       3.253253300516e-20      -3.085707013976e-16      -3.602899404265e-16       5.171923902888e-17       1.418647113049e-17       1.421816060562e-17      -3.236152090228e-20       9.873023660043e-14       4.415876353150e-15       3.243382508197e-14       6.649888996189e-17       1.447793709371e-15 
   64       2.315163563227e-10       3.404320475688e-14      -4.400229120351e-13       0.000000000000e+00       3.896970491433e-20       9.133542042505e-21       2.983614285130e-20      -3.237313234929e-16      -3.725569760326e-16       4.882565253968e-17       1.439163078537e-17       1.442264527792e-17      -3.251896360046e-20       1.029952072198e-13       4.595399503323e-15       3.397131974021e-14       6.956960395994e-17       1.516476921305e-15 
   65       2.346129621954e-10       3.562217479660e-14      -4.902068506425e-13       0.000000000000e+00       3.624777412513e-20       8.856794934118e-21       2.739080538386e-20      -3.385896324306e-16      -3.847035937216e-16       4.611396129098e-17       1.459447350004e-17       1.462435873642e-17      -3.163736233359e-20       1.073372085580e-13       4.780432493780e-15       3.554430777558e-14       7.272704584509e-17       1.586735619682e-15 
   66       2.377385542513e-10       3.723527739825e-14      -5.420543312992e-13       0.000000000000e+00       3.376609915714e-20       8.594706704764e-21       2.517099099763e-20      -3.532278754035e-16      -3.967293576325e-16       4.350148222905e-17       1.479585007961e-17       1.482317817358e-17      -2.929581957262e-20       1.117541591046e-13       4.970492648614e-15       3.715205187558e-14       7.593886705535e-17       1.658556514721e-15 
   67       2.408936566151e-10       3.888146524004e-14      -5.955355123136e-13       0.000000000000e+00       3.150109535652e-20       8.346243717161e-21       2.315418739287e-20      -3.675266672318e-16      -4.086332061466e-16       4.110653891477e-17       1.499560397765e-17       1.501898296585e-17      -2.562348785348e-20       1.162422943321e-13       5.166504729970e-15       3.879375442157e-14       7.917160208657e-17       1.731924256741e-15 
   68       2.440786075829e-10       4.055915806141e-14      -6.506530557883e-13       0.000000000000e+00       2.943175830178e-20       8.110455938808e-21       2.132032895046e-20      -3.815811187582e-16      -4.204139788586e-16       3.883286010040e-17       1.519266062234e-17       1.521165587687e-17      -2.112457534412e-20       1.207969733768e-13       5.370170200745e-15       4.046856469280e-14       8.240408596861e-17       1.806813229092e-15 
   69       2.472939999697e-10       4.226707186267e-14      -7.074574682308e-13       0.000000000000e+00       2.753871548459e-20       7.886468943581e-21       1.965128359347e-20      -3.952931348015e-16      -4.320707997351e-16       3.677766493364e-17       1.538606981922e-17       1.540108220854e-17      -1.642731941732e-20       1.254146475555e-13       5.582072712673e-15       4.217557945381e-14       8.563430228172e-17       1.883183217491e-15 
   70       2.505407220131e-10       4.400473606116e-14      -7.660144887089e-13       0.000000000000e+00       2.580479372993e-20       7.673476766491e-21       1.813047924777e-20      -4.087585067849e-16      -4.436028561676e-16       3.484434938270e-17       1.557541577303e-17       1.558714975273e-17      -1.207394941829e-20       1.300938964967e-13       5.800790121349e-15       4.391384358460e-14       8.887781540355e-17       1.960980436589e-15 
   71       2.538185429424e-10       4.577239251233e-14      -8.263617258907e-13       0.000000000000e+00       2.421448769428e-20       7.470737445939e-21       1.674274265005e-20      -4.220813255355e-16      -4.550091664859e-16       3.292784095041e-17       1.576090941656e-17       1.576974968038e-17      -8.408840621005e-21       1.348349905488e-13       6.023265773918e-15       4.568234945556e-14       9.216011466976e-17       2.040142372958e-15 
   72       2.571286119404e-10       4.757043100671e-14      -8.884811313718e-13       0.000000000000e+00       2.275312273199e-20       7.277565972963e-21       1.547438171492e-20      -4.350854488775e-16      -4.662890249822e-16       3.120357610468e-17       1.594242752484e-17       1.594877600489e-17      -5.563906227266e-21       1.396385813504e-13       6.246064155707e-15       4.748003475488e-14       9.550724309991e-17       2.120603648571e-15 
   73       2.604704346732e-10       4.939866250131e-14      -9.522943022690e-13       0.000000000000e+00       2.140800518408e-20       7.093330140074e-21       1.431335332364e-20      -4.478523542887e-16      -4.774416526581e-16       2.958929836938e-17       1.611980591936e-17       1.612412546565e-17      -3.506633820474e-21       1.445039427506e-13       6.466940924039e-15       4.930577942933e-14       9.893857664370e-17       2.202300475096e-15 
   74       2.638433612965e-10       5.125588388517e-14      -1.017684585066e-12       0.000000000000e+00       2.016822866816e-20       6.917446783711e-21       1.324930109911e-20      -4.603832267708e-16      -4.884653027495e-16       2.808207597864e-17       1.629303411871e-17       1.629569870692e-17      -2.109957843506e-21       1.494279354796e-13       6.685750316633e-15       5.115840722053e-14       1.024635935824e-16       2.285172780221e-15 
   75       2.672473956141e-10       5.314003260954e-14      -1.084543920970e-12       0.000000000000e+00       1.902418251860e-20       6.749376067052e-21       1.227339326605e-20      -4.726178729702e-16      -4.993573843663e-16       2.673951139612e-17       1.646189500827e-17       1.646339905391e-17      -1.214473220098e-21       1.544053869881e-13       6.904047626760e-15       5.303668671713e-14       1.060823458877e-16       2.369163956057e-15 
   76       2.706825693693e-10       5.504875114587e-14      -1.152801318508e-12       0.000000000000e+00       1.796792816173e-20       6.588618978847e-21       1.137799913647e-20      -4.846535932469e-16      -5.101162963929e-16       2.546270314602e-17       1.662645865873e-17       1.662713190032e-17      -6.697618868284e-22       1.594304645447e-13       7.123859318234e-15       5.493932812025e-14       1.097881337538e-16       2.454219008626e-15 
   77       2.741491948184e-10       5.697991556984e-14      -1.222421227325e-12       0.000000000000e+00       1.699225226476e-20       6.434714113576e-21       1.055628058284e-20      -4.964722668629e-16      -5.207400813399e-16       2.426781447700e-17       1.678663872491e-17       1.678680714037e-17      -3.543283527366e-22       1.644978432271e-13       7.346637016147e-15       5.686499386672e-14       1.135707722423e-16       2.540282967233e-15 
   78       2.776476457455e-10       5.893182921416e-14      -1.293390041854e-12       0.000000000000e+00       1.609003447656e-20       6.287233555218e-21       9.801838593037e-21      -5.080292662286e-16      -5.312269708920e-16       2.319770466344e-17       1.694214685259e-17       1.694233757243e-17      -1.800210368408e-22       1.696031823984e-13       7.572912730759e-15       5.881230178056e-14       1.174192754766e-16       2.627299321201e-15 
   79       2.811788401205e-10       6.090313794263e-14      -1.365699173269e-12       0.000000000000e+00       1.525489608165e-20       6.145780940198e-21       9.108544520739e-21      -5.193918112084e-16      -5.415766758367e-16       2.218486462831e-17       1.709315201531e-17       1.709363796624e-17      -8.797049986544e-23       1.747428801123e-13       7.802449785135e-15       6.077981688336e-14       1.213234997908e-16       2.715208598016e-15 
   80       2.847421212440e-10       6.289267451131e-14      -1.439333223058e-12       0.000000000000e+00       1.448094258284e-20       6.009989021520e-21       8.470588085297e-21      -5.305965887494e-16      -5.517875976261e-16       2.119100887673e-17       1.723997844533e-17       1.724062727838e-17      -4.147470785641e-23       1.799138191525e-13       8.034543536482e-15       6.276606079120e-14       1.252748637188e-16       2.803948336897e-15 
   81       2.883374409989e-10       6.489930520065e-14      -1.514261535241e-12       0.000000000000e+00       1.376229859093e-20       5.879516811213e-21       7.882663546118e-21      -5.415658608333e-16      -5.618577414486e-16       2.029188061531e-17       1.738234319710e-17       1.738322803243e-17      -1.898992574475e-23       1.851131102649e-13       8.268317280585e-15       6.476951814712e-14       1.292664036550e-16       2.893453348898e-15 
   82       2.919654805375e-10       6.692178458542e-14      -1.590444647783e-12       0.000000000000e+00       1.309388128523e-20       5.754047736388e-21       7.340143413378e-21      -5.523299292790e-16      -5.717859400434e-16       1.945601076444e-17       1.752002945799e-17       1.752136492412e-17      -8.554388040010e-24       1.903376318663e-13       8.502986233713e-15       6.678862874344e-14       1.332924666227e-16       2.983655550494e-15 
   83       2.956255953328e-10       6.895866754870e-14      -1.667834968089e-12       0.000000000000e+00       1.247180838305e-20       5.633287495535e-21       6.839115283168e-21      -5.629839526209e-16      -5.815713553691e-16       1.858740274821e-17       1.765341267292e-17       1.765496553373e-17      -3.875294116090e-24       1.955839319270e-13       8.738055147714e-15       6.882179202380e-14       1.373483326553e-16       3.074484410707e-15 
   84       2.993176251951e-10       7.100830362828e-14      -1.746371761580e-12       0.000000000000e+00       1.189247445411e-20       5.516962678028e-21       6.376253105320e-21      -5.734665150014e-16      -5.912121907994e-16       1.774567579799e-17       1.778230137214e-17       1.778396184270e-17      -1.817617169900e-24       2.008481416325e-13       8.973351683233e-15       7.086737537697e-14       1.414298821075e-16       3.165867543853e-15 
   85       3.030408141523e-10       7.306889142802e-14      -1.825993414149e-12       0.000000000000e+00       1.135235842125e-20       5.404819374419e-21       5.948593976165e-21      -5.837271796787e-16      -6.007057914664e-16       1.697861178776e-17       1.790639487407e-17       1.790828848685e-17      -9.047645551353e-25       2.061260703981e-13       9.208907744755e-15       7.292370530783e-14       1.455333154349e-16       3.257730482223e-15 
   86       3.067967266421e-10       7.513857419504e-14      -1.906648514327e-12       0.000000000000e+00       1.084876135850e-20       5.296620304755e-21       5.553333472213e-21      -5.938708156276e-16      -6.100519897759e-16       1.618117414831e-17       1.802607209482e-17       1.802788159811e-17      -4.797604914956e-25       2.114134165084e-13       9.444788868649e-15       7.498907037417e-14       1.496549841067e-16       3.349996918608e-15 
   87       3.105852718012e-10       7.721551883732e-14      -1.988290598621e-12       0.000000000000e+00       1.037898988006e-20       5.192144860782e-21       5.187730991483e-21      -6.039159735171e-16      -6.192508046973e-16       1.533483118016e-17       1.814152055749e-17       1.814268192224e-17      -2.652441940652e-25       2.167060466431e-13       9.680980744585e-15       7.706173377749e-14       1.537913094347e-16       3.442589336409e-15 
   88       3.144041357659e-10       7.929792970974e-14      -2.070860375828e-12       0.000000000000e+00       9.939691106725e-21       5.091188337443e-21       4.849161161174e-21      -6.136834174951e-16      -6.282995432253e-16       1.461612573023e-17       1.825215997199e-17       1.825263441972e-17      -1.479449876850e-25       2.219998142865e-13       9.917350954743e-15       7.913993059263e-14       1.579387171686e-16       3.535428923978e-15 
   89       3.182546824047e-10       8.138402664277e-14      -2.154299980803e-12       0.000000000000e+00       9.528152141522e-21       4.993558494213e-21       4.535237430915e-21      -6.232118261798e-16      -6.371961265207e-16       1.398430034096e-17       1.835745753389e-17       1.835768520967e-17      -8.084231256719e-26       2.272907481761e-13       1.015369489643e-14       8.122186629707e-14       1.620936029608e-16       3.628435529024e-15 
   90       3.221375016027e-10       8.347201553793e-14      -2.238562712074e-12       0.000000000000e+00       9.142525444708e-21       4.899076422115e-21       4.243893464722e-21      -6.326609204174e-16      -6.459412977983e-16       1.328037738086e-17       1.845793009350e-17       1.845778363564e-17      -4.239371995842e-26       2.325748032024e-13       1.038977893622e-14       8.330571803099e-14       1.662523191400e-16       3.721527724926e-15 
   91       3.260511092466e-10       8.556007354471e-14      -2.323590635252e-12       0.000000000000e+00       8.780864888139e-21       4.807575967786e-21       3.973385645971e-21      -6.419081467919e-16      -6.545345056558e-16       1.262635886382e-17       1.855377570940e-17       1.855288349625e-17      -2.104464282106e-26       2.378479327426e-13       1.062538065287e-14       8.538964121697e-14       1.704111804787e-16       3.814623111184e-15 
   92       3.299948817732e-10       8.764634605200e-14      -2.409319286657e-12       0.000000000000e+00       8.441211562266e-21       4.718900722406e-21       3.722206802673e-21      -6.508788186996e-16      -6.629728631273e-16       1.209404442768e-17       1.864427254628e-17       1.864294050737e-17      -9.786940898508e-27       2.431061027942e-13       1.086030131502e-14       8.747177360528e-14       1.745664689109e-16       3.907638496277e-15 
   93       3.339694337477e-10       8.972895057491e-14      -2.495687395689e-12       0.000000000000e+00       8.122003727722e-21       4.632904944965e-21       3.488950071882e-21      -6.596591811007e-16      -6.712560301308e-16       1.159684903014e-17       1.872932355004e-17       1.872791395925e-17      -4.218430904696e-27       2.483451836171e-13       1.109435581864e-14       8.955023611843e-14       1.787144337706e-16       4.000489936307e-15 
   94       3.379747473792e-10       9.180598192346e-14      -2.582634267401e-12       0.000000000000e+00       7.821910864956e-21       4.549452836830e-21       3.272226763030e-21      -6.682844220747e-16      -6.793835762879e-16       1.109915421329e-17       1.880931808438e-17       1.880776645941e-17      -1.659260808072e-27       2.535611654410e-13       1.132737164226e-14       9.162313160575e-14       1.828512887071e-16       4.093092679749e-15 
   95       3.420094092591e-10       9.387551829137e-14      -2.670096993236e-12       0.000000000000e+00       7.539411603965e-21       4.468416453406e-21       3.070662675544e-21      -6.767191817305e-16      -6.873539394771e-16       1.063475774659e-17       1.888412727104e-17       1.888246221012e-17      -5.786331389446e-28       2.587499543639e-13       1.155917161718e-14       9.368854593487e-14       1.869732136242e-16       4.185361216358e-15 
   96       3.460744581709e-10       9.593563678290e-14      -2.758011706347e-12       0.000000000000e+00       7.272840764233e-21       4.389676426813e-21       2.882948248222e-21      -6.849085585674e-16      -6.951672501744e-16       1.025869160696e-17       1.895320839457e-17       1.895196996889e-17      -1.670118479119e-28       2.639075219521e-13       1.178957775273e-14       9.574456160248e-14       1.910763817517e-16       4.277209885267e-15 
   97       3.501683929693e-10       9.798439634750e-14      -2.846313900416e-12       0.000000000000e+00       7.020975543150e-21       4.313121306527e-21       2.707918829878e-21      -6.929376108212e-16      -7.028224448963e-16       9.884834075175e-18       1.901671798080e-17       1.901626047907e-17      -3.083869967128e-29       2.690298381229e-13       1.201840930479e-14       9.778924122049e-14       1.951569266545e-16       4.368552137279e-15 
   98       3.542903057064e-10       1.000198472624e-13      -2.934934222725e-12       0.000000000000e+00       6.783042708342e-21       4.238646002516e-21       2.544595541626e-21      -7.008754077046e-16      -7.103184447138e-16       9.443037009222e-18       1.907533350438e-17       1.907530645467e-17       4.447708081771e-30       2.741128315890e-13       1.224548321966e-14       9.982063829073e-14       1.992109637235e-16       4.459301016217e-15 
   99       3.584411690521e-10       1.020400602618e-13      -3.023805285982e-12       0.000000000000e+00       6.558183496620e-21       4.166152317518e-21       2.392161999935e-21      -7.086520451011e-16      -7.176549447565e-16       9.002899655391e-18       1.912909270267e-17       1.912908671703e-17       8.534600470973e-30       2.791526250485e-13       1.247062597614e-14       1.018368271494e-13       2.032346499309e-16       4.549370496642e-15 
  100       3.626190877093e-10       1.040430841610e-13      -3.112860673467e-12       0.000000000000e+00       6.345460172288e-21       4.095548416777e-21       2.249908288094e-21      -7.162453878077e-16      -7.248311894206e-16       8.585801612945e-18       1.917781122841e-17       1.917758084246e-17       5.740810871347e-30       2.841453430826e-13       1.269366502110e-14       1.038358607736e-13       2.072240996234e-16       4.638673598928e-15 
  101       3.668250803123e-10       1.060269608457e-13      -3.202032272713e-12       0.000000000000e+00       6.144038963983e-21       4.026747474444e-21       2.117166153414e-21      -7.236410497047e-16      -7.318474804172e-16       8.206430712565e-18       1.922121352013e-17       1.922076981043e-17       2.942542474347e-30       2.890869357867e-13       1.291442023268e-14       1.058157853919e-13       2.111754136809e-16       4.727123041987e-15 
  102       3.710586355781e-10       1.079897714014e-13      -3.291258086833e-12       0.000000000000e+00       5.953095242626e-21       3.959668411972e-21       1.993269127466e-21      -7.308167600431e-16      -7.387038024657e-16       7.887042422608e-18       1.925912552021e-17       1.925864176452e-17       1.287932352940e-30       2.939737939789e-13       1.313273084683e-14       1.077746861874e-13       2.150847707235e-16       4.814633284935e-15 
  103       3.753175112065e-10       1.099295876115e-13      -3.380461748171e-12       0.000000000000e+00       5.771950055203e-21       3.894235034811e-21       1.877549312695e-21      -7.378128033324e-16      -7.453990701316e-16       7.586266799127e-18       1.929173835324e-17       1.929118529981e-17       4.974371191003e-31       2.988021029946e-13       1.334842646381e-14       1.097106387945e-13       2.189483303159e-16       4.901118360329e-15 
  104       3.796021366111e-10       1.118444649212e-13      -3.469565174529e-12       0.000000000000e+00       5.599969776933e-21       3.830374689015e-21       1.769359689562e-21      -7.446517771997e-16      -7.519320006829e-16       7.280223483227e-18       1.931895083903e-17       1.931838757758e-17       1.699721931217e-31       3.035680591353e-13       1.356133690902e-14       1.116217023783e-13       2.227622191547e-16       4.986491564981e-15 
  105       3.839117069350e-10       1.137324868735e-13      -3.558503818838e-12       0.000000000000e+00       5.436320320999e-21       3.768020109088e-21       1.668107424070e-21      -7.512804703308e-16      -7.583028841088e-16       7.022413777980e-18       1.934073696946e-17       1.934024314473e-17       5.008633468412e-32       3.082680112521e-13       1.377129880524e-14       1.135059641287e-13       2.265226198657e-16       5.070667447665e-15 
  106       3.882462014637e-10       1.155917634077e-13      -3.647207800146e-12       0.000000000000e+00       5.280411917365e-21       3.707108501277e-21       1.573267721101e-21      -7.576977169199e-16      -7.645128085724e-16       6.815091652498e-18       1.935704897276e-17       1.935675079295e-17       1.161013892040e-32       3.128985130104e-13       1.397815804228e-14       1.153615376508e-13       2.302257677909e-16       5.153561737206e-15 
  107       3.926042951291e-10       1.174204197887e-13      -3.735604099940e-12       0.000000000000e+00       5.131932750911e-21       3.647579233368e-21       1.484380083973e-21      -7.640019461347e-16      -7.705605802296e-16       6.558634094976e-18       1.936789417325e-17       1.936790810311e-17       1.272265023114e-33       3.174559697789e-13       1.418175400946e-14       1.171865519240e-13       2.338679289552e-16       5.235090849247e-15 
  108       3.969849247676e-10       1.192166048344e-13      -3.823617946523e-12       0.000000000000e+00       4.990363965427e-21       3.589375702542e-21       1.401044029432e-21      -7.701498476260e-16      -7.764458475870e-16       6.295999960979e-18       1.937367524950e-17       1.937371790458e-17      -6.745617341059e-34       3.219370931975e-13       1.438193984542e-14       1.189791594796e-13       2.374454163850e-16       5.315172251562e-15 
  109       4.013886265600e-10       1.209784729682e-13      -3.911173817108e-12       0.000000000000e+00       4.855206308452e-21       3.532445368984e-21       1.322901152115e-21      -7.760674798527e-16      -7.821691613055e-16       6.101681452809e-18       1.937403701144e-17       1.937418499303e-17      -6.332185883480e-34       3.263385437712e-13       1.457856641495e-14       1.207375184510e-13       2.409545542875e-16       5.393723662197e-15 
  110       4.058135027855e-10       1.227041880268e-13      -3.998200649771e-12       0.000000000000e+00       4.726150764481e-21       3.476737618359e-21       1.249613736247e-21      -7.818532009331e-16      -7.877299008586e-16       5.876699925472e-18       1.936882365665e-17       1.936931260325e-17      -3.471864522788e-34       3.306569394334e-13       1.477148266298e-14       1.224597963550e-13       2.443916855955e-16       5.470663218375e-15 
  111       4.102593058890e-10       1.243919795159e-13      -4.084622629534e-12       0.000000000000e+00       4.602870541585e-21       3.422204934219e-21       1.180861836290e-21      -7.875118758801e-16      -7.931284856450e-16       5.616609764930e-18       1.935865215617e-17       1.935911262419e-17      -1.565361770324e-34       3.348891787737e-13       1.496055005112e-14       1.241442262321e-13       2.477532840071e-16       5.545911984472e-15 
  112       4.147254676350e-10       1.260401204670e-13      -4.170367464659e-12       0.000000000000e+00       4.485038068678e-21       3.368803281349e-21       1.116344613573e-21      -7.929863958210e-16      -7.983649340137e-16       5.378538192777e-18       1.934333995526e-17       1.934360003322e-17      -6.303065588723e-35       3.390324856130e-13       1.514564455737e-14       1.257890845525e-13       2.510359098930e-16       5.619392965013e-15 
  113       4.192101882795e-10       1.276468704333e-13      -4.255360705734e-12       0.000000000000e+00       4.372267554127e-21       3.316490083991e-21       1.055776901837e-21      -7.982944732686e-16      -8.034392917688e-16       5.144818500263e-18       1.932262424258e-17       1.932278538742e-17      -2.341824789596e-35       3.430836894404e-13       1.532662453973e-14       1.273926343320e-13       2.542360967723e-16       5.691028563459e-15 
  114       4.237143423693e-10       1.292105268428e-13      -4.339528343310e-12       0.000000000000e+00       4.264147722408e-21       3.265224896094e-21       9.988887919443e-22      -8.034035310763e-16      -8.083525488938e-16       4.949017817516e-18       1.929659600286e-17       1.929668512625e-17      -8.171540150975e-36       3.470400513577e-13       1.550336763855e-14       1.289531763864e-13       2.573504536019e-16       5.760742871926e-15 
  115       4.282356989153e-10       1.307294618016e-13      -4.422799182763e-12       0.000000000000e+00       4.160438424680e-21       3.214970616774e-21       9.454238654963e-22      -8.083267691155e-16      -8.131043501771e-16       4.777581061639e-18       1.926529726595e-17       1.926532056905e-17      -2.706669985644e-36       3.508989305518e-13       1.567575587816e-14       1.304690860623e-13       2.603757380784e-16       5.828463312047e-15 
  116       4.327728601431e-10       1.322020764767e-13      -4.505092250246e-12       0.000000000000e+00       4.060958047301e-21       3.165691648318e-21       8.951361349869e-22      -8.131069111906e-16      -8.176948814662e-16       4.587970275604e-18       1.922887356418e-17       1.922871257705e-17      -8.558689043771e-37       3.546577609056e-13       1.584367462142e-14       1.319387677106e-13       2.633087657822e-16       5.894118601175e-15 
  117       4.373270483154e-10       1.336267906648e-13      -4.586334616595e-12       0.000000000000e+00       3.965355683445e-21       3.117353481462e-21       8.477958144188e-22      -8.177055831753e-16      -8.221247356484e-16       4.419152473141e-18       1.918705477115e-17       1.918688486079e-17      -2.592930732739e-37       3.583140401178e-13       1.600701208282e-14       1.333606442755e-13       2.661463894003e-16       5.957638287276e-15 
  118       4.418950998321e-10       1.350020870654e-13      -4.666453168435e-12       0.000000000000e+00       3.873234371308e-21       3.069924396717e-21       8.032005357759e-22      -8.220943521797e-16      -8.263937216889e-16       4.299369509155e-18       1.913987800892e-17       1.913986274707e-17      -7.523515812729e-38       3.618653780263e-13       1.616566148663e-14       1.347332014787e-13       2.688855869039e-16       6.018954722795e-15 
  119       4.464770160152e-10       1.363265115161e-13      -4.745369982054e-12       0.000000000000e+00       3.784521020030e-21       3.023374573004e-21       7.611828195235e-22      -8.263027737483e-16      -8.305027990191e-16       4.200025270837e-18       1.908761136773e-17       1.908767549467e-17      -2.093050094403e-38       3.653097384885e-13       1.631953187223e-14       1.360549880542e-13       2.715234620171e-16       6.078003075120e-15 
  120       4.510731128323e-10       1.375986497314e-13      -4.823019412417e-12       0.000000000000e+00       3.699279883187e-21       2.977674856685e-21       7.216092618692e-22      -8.304103036188e-16      -8.344528634928e-16       4.042559873976e-18       1.903007177330e-17       1.903035635561e-17      -5.642782582769e-39       3.686451446312e-13       1.646853492660e-14       1.373245925336e-13       2.740571978881e-16       6.134720289539e-15 
  121       4.556801479207e-10       1.388171263067e-13      -4.899325110040e-12       0.000000000000e+00       3.617214844730e-21       2.932797864877e-21       6.843623400800e-22      -8.343750114009e-16      -8.382440733944e-16       3.869061993554e-18       1.896765737016e-17       1.896793520091e-17      -1.507061460908e-39       3.718696277570e-13       1.661258270190e-14       1.385406422516e-13       2.764840551032e-16       6.189045044782e-15 
  122       4.602977335299e-10       1.399806065200e-13      -4.974203963104e-12       0.000000000000e+00       3.538001912114e-21       2.888717944406e-21       6.493113190021e-22      -8.380829146508e-16      -8.418766416640e-16       3.793727013274e-18       1.890026129396e-17       1.890044391345e-17      -4.075082741025e-40       3.749813694681e-13       1.675159396460e-14       1.397018051447e-13       2.788013752780e-16       6.240917833393e-15 
  123       4.649253696210e-10       1.410878504520e-13      -5.047591076517e-12       0.000000000000e+00       3.461624849005e-21       2.845410200558e-21       6.163002379722e-22      -8.416614692653e-16      -8.453510271597e-16       3.689557894383e-18       1.882730754494e-17       1.882792231965e-17      -1.088207744630e-40       3.779787547867e-13       1.688549656856e-14       1.408068437631e-13       2.810066888473e-16       6.290283374612e-15 
  124       4.695620804002e-10       1.421377138316e-13      -5.119415649865e-12       0.000000000000e+00       3.387953334891e-21       2.802851277419e-21       5.851592301458e-22      -8.451810769662e-16      -8.486688330590e-16       3.487756092815e-18       1.874968761913e-17       1.875041128858e-17      -2.706894160330e-41       3.808605029630e-13       1.701423329866e-14       1.418546161149e-13       2.830977167503e-16       6.337090652075e-15 
  125       4.742074532113e-10       1.431290619216e-13      -5.189605379099e-12       0.000000000000e+00       3.316705889614e-21       2.761019572215e-21       5.557261972385e-22      -8.484798870546e-16      -8.518311215622e-16       3.351234507632e-18       1.866757649844e-17       1.866795125306e-17      -6.095518378666e-42       3.836252782583e-13       1.713774448328e-14       1.428439897227e-13       2.850721989142e-16       6.381289074469e-15 
  126       4.788585937737e-10       1.440608066602e-13      -5.258086947150e-12       0.000000000000e+00       3.247741137518e-21       2.719893833932e-21       5.278736601878e-22      -8.515899146017e-16      -8.548375174862e-16       3.247602884510e-18       1.858011669123e-17       1.858058440020e-17      -1.258871840997e-42       3.862720132673e-13       1.725598243805e-14       1.437738786919e-13       2.869279682309e-16       6.422830131473e-15 
  127       4.835151095331e-10       1.449319563126e-13      -5.324783010611e-12       0.000000000000e+00       3.180966795434e-21       2.679453334498e-21       5.015213054367e-22      -8.545980029525e-16      -8.576885848675e-16       3.090581914990e-18       1.848787779206e-17       1.848835361103e-17      -2.422412112301e-43       3.887997151083e-13       1.736890280783e-14       1.446432932631e-13       2.886630494482e-16       6.461669607429e-15 
  128       4.881768533906e-10       1.457415768439e-13      -5.389627227686e-12       0.000000000000e+00       3.116298121155e-21       2.639679269084e-21       4.766177765946e-22      -8.574167384582e-16      -8.603858153213e-16       2.969076863036e-18       1.839117334767e-17       1.839130554887e-17      -4.243240078472e-44       3.912076091536e-13       1.747647098759e-14       1.454513012617e-13       2.902755822355e-16       6.497765859174e-15 
  129       4.928413461773e-10       1.464888078509e-13      -5.452553419828e-12       0.000000000000e+00       3.053689864853e-21       2.600554137079e-21       4.531148478676e-22      -8.600543398270e-16      -8.629303546898e-16       2.876014862829e-18       1.828942543353e-17       1.828949043389e-17      -5.704345263098e-45       3.934950463680e-13       1.757865798288e-14       1.461970439980e-13       2.917638529152e-16       6.531080526350e-15 
  130       4.975079605345e-10       1.471728748869e-13      -5.513487997200e-12       0.000000000000e+00       2.993049496061e-21       2.562060239986e-21       4.309504879425e-22      -8.625657126694e-16      -8.653228046091e-16       2.757091939768e-18       1.818290022910e-17       1.818295756283e-17      -2.014691854606e-46       3.956615814496e-13       1.767544390067e-14       1.468797485679e-13       2.931263190107e-16       6.561579080901e-15 
  131       5.021755535866e-10       1.477930636980e-13      -5.572363638117e-12       0.000000000000e+00       2.934259002877e-21       2.524180287091e-21       4.100366362532e-22      -8.649138209954e-16      -8.675636145259e-16       2.649793530522e-18       1.807190892627e-17       1.807175730696e-17       1.135867754551e-47       3.977069153987e-13       1.776681538370e-14       1.474987021400e-13       2.943615579323e-16       6.589229678417e-15 
  132       5.068429691093e-10       1.483487382973e-13      -5.629112350651e-12       0.000000000000e+00       2.877210252485e-21       2.486898645496e-21       3.902678011395e-22      -8.670830520037e-16      -8.696538769255e-16       2.570824921806e-18       1.795621515379e-17       1.795594271804e-17      -9.810338579408e-49       3.996311803227e-13       1.785277833362e-14       1.480532699944e-13       2.954683029763e-16       6.614003963964e-15 
