# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 250, i.e. number of multipoles equal to 249
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   12       1.110528204948e-10       2.997861469843e-16       1.090978885166e-13       0.000000000000e+00       4.623193449857e-11       4.623199682630e-11       1.400191930465e-20       5.776815521781e-11       5.776811309992e-11       4.211788662856e-17       8.722848149378e-14       6.980014469876e-14      -1.212507449282e-19       1.047103400989e-15      -9.046638291704e-17       2.523622900069e-16       5.089248828881e-18      -2.719216942134e-17 
   13       1.119041736811e-10       2.871116397810e-16       1.143922320244e-13       0.000000000000e+00       4.589344650508e-11       4.589348780898e-11       1.559836916240e-20       5.667137867401e-11       5.667133190374e-11       4.677027690854e-17       8.985658845636e-14       8.041420225141e-14       3.508900448428e-19       1.134067936065e-15      -7.863870491503e-17       2.626521500867e-16       4.189801975240e-18      -2.237120049576e-17 
   14       1.129531461806e-10       2.986927254829e-16       1.217980534189e-13       0.000000000000e+00       4.555715089139e-11       4.555717792162e-11       1.565025927825e-20       5.556519207911e-11       5.556515610572e-11       3.597339004881e-17       9.587567985994e-14       9.163700874364e-14       6.446610578969e-19       1.269307867688e-15      -6.995125572480e-17       2.920700099951e-16       3.678424563509e-18      -1.962374233128e-17 
   15       1.141638447854e-10       3.227695298467e-16       1.300131468095e-13       0.000000000000e+00       4.522204267015e-11       4.522206003077e-11       1.503443808739e-20       5.444690687644e-11       5.444688120287e-11       2.567357149538e-17       1.044275034196e-13       1.034457352180e-13       6.845334568510e-19       1.429750027701e-15      -5.948241163517e-17       3.294443419368e-16       3.129984342930e-18      -1.667554865037e-17 
   16       1.155099907282e-10       3.568298902771e-16       1.383634169883e-13       0.000000000000e+00       4.488696190414e-11       4.488697279623e-11       1.335522056059e-20       5.331466606019e-11       5.331463912670e-11       2.693349161620e-17       1.148598063173e-13       1.158168447696e-13       5.282617826783e-19       1.619531279516e-15      -4.742094960227e-17       3.729182687808e-16       2.443919314346e-18      -1.298844561200e-17 
   17       1.169705607175e-10       4.063847828894e-16       1.466845431924e-13       0.000000000000e+00       4.455096652573e-11       4.455097326369e-11       1.122729415550e-20       5.216738816959e-11       5.216735333961e-11       3.482997976112e-17       1.267110768186e-13       1.287267021028e-13       3.024053280974e-19       1.858332715065e-15      -3.684947568842e-17       4.284839384542e-16       1.793130431965e-18      -9.486967054499e-18 
   18       1.185291587622e-10       4.767767899449e-16       1.551733618795e-13       0.000000000000e+00       4.421339814507e-11       4.421340232106e-11       9.901164810429e-21       5.100472770681e-11       5.100469134401e-11       3.636280492837e-17       1.396557927303e-13       1.421517728323e-13       1.185561318756e-19       2.159134956968e-15      -2.961138500793e-17       5.019955260055e-16       1.344949948681e-18      -7.065854721152e-18 
   19       1.201724101813e-10       5.687046178040e-16       1.640977225152e-13       0.000000000000e+00       4.387382203395e-11       4.387382450303e-11       8.659982319300e-21       4.982683171132e-11       4.982680497273e-11       2.673859143587e-17       1.534427466162e-13       1.560688623397e-13       2.257199511216e-20       2.520997614588e-15      -2.497302685267e-17       5.948983138739e-16       1.111952416858e-18      -5.792068130340e-18 
   20       1.218897544129e-10       6.800537575510e-16       1.735814047341e-13       0.000000000000e+00       4.353196063618e-11       4.353196198753e-11       8.029520464180e-21       4.863420686739e-11       4.863419265234e-11       1.421504330389e-17       1.678892202096e-13       1.704550260218e-13      -1.154040735431e-21       2.938434264218e-15      -2.136243577921e-17       7.058514974277e-16       1.008818283361e-18      -5.208941024708e-18 
   21       1.236727764776e-10       8.093906359829e-16       1.835666751064e-13       0.000000000000e+00       4.318764497118e-11       4.318764571114e-11       8.631779031035e-21       4.742757493619e-11       4.742756323798e-11       1.169820835654e-17       1.828820704030e-13       1.852873760497e-13       5.086977635375e-21       3.410927813383e-15      -1.810862794102e-17       8.339490511874e-16       9.650735047139e-19      -4.939210901166e-18 
   22       1.255146620346e-10       9.569607163872e-16       1.938499955639e-13       0.000000000000e+00       4.284077805466e-11       4.284077844865e-11       9.109446123380e-21       4.620780453847e-11       4.620777987133e-11       2.466714338693e-17       1.983554162540e-13       2.005432910802e-13       1.061481463343e-20       3.942400342430e-15      -1.537945184138e-17       9.797051896695e-16       9.596024300298e-19      -4.869624079584e-18 
   23       1.274103616193e-10       1.123322956365e-15       2.041386027934e-13       0.000000000000e+00       4.249131580972e-11       4.249131593905e-11       9.505017590922e-21       4.497578406269e-11       4.497573882727e-11       4.523541562452e-17       2.142575635807e-13       2.162003047330e-13       1.429168855915e-20       4.536292539832e-15      -1.323346007750e-17       1.143906486686e-15       9.806721501432e-19      -4.937112755122e-18 
   24       1.293552202170e-10       1.308214950909e-15       2.140696084875e-13       0.000000000000e+00       4.213924994695e-11       4.213924998073e-11       1.055278666601e-20       4.373248429897e-11       4.373242525058e-11       5.904838328595e-17       2.305270589014e-13       2.322361005065e-13       2.953344009353e-20       5.191090091441e-15      -1.089193334537e-17       1.326670143073e-15       9.931213379503e-19      -4.953293576648e-18 
   25       1.313462213056e-10       1.511416809607e-15       2.232367361440e-13       0.000000000000e+00       4.178460102465e-11       4.178460105543e-11       1.117732178421e-20       4.247889992783e-11       4.247884140807e-11       5.851976337402e-17       2.471286692758e-13       2.486286479358e-13       6.239428483626e-20       5.906985706936e-15      -7.857763008905e-18       1.527936231075e-15       9.556440807396e-19      -4.696917041846e-18 
   26       1.333802450544e-10       1.733780457891e-15       2.314250556866e-13       0.000000000000e+00       4.142741460187e-11       4.142741454828e-11       1.140614206131e-20       4.121596122036e-11       4.121591130595e-11       4.991440775431e-17       2.640526747443e-13       2.653558454624e-13       1.028690996542e-19       6.688652106863e-15      -4.400925175633e-18       1.748470369789e-15       8.560796182197e-19      -4.102629238794e-18 
   27       1.354543617846e-10       1.977014302316e-15       2.385575107296e-13       0.000000000000e+00       4.106775054446e-11       4.106775049118e-11       1.238198659041e-20       3.994473313153e-11       3.994468731880e-11       4.581273792349e-17       2.812654594095e-13       2.823957412268e-13       1.286878324715e-19       7.538874348636e-15      -6.255746669794e-19       1.990105637381e-15       7.198764834737e-19      -3.306245406928e-18 
   28       1.375666487806e-10       2.243466612646e-15       2.445723271237e-13       0.000000000000e+00       4.070568182949e-11       4.070568182727e-11       1.347079284361e-20       3.866615454982e-11       3.866610214424e-11       5.240558779858e-17       2.987495044715e-13       2.997269141259e-13       1.208750184925e-19       8.464488707068e-15       2.754060881336e-18       2.255089572837e-15       5.872264254336e-19      -2.522442191002e-18 
   29       1.397141280368e-10       2.535118103098e-15       2.495875192683e-13       0.000000000000e+00       4.034129263061e-11       4.034129259983e-11       1.404239079312e-20       3.738114072944e-11       3.738107554616e-11       6.518327909019e-17       3.164961632013e-13       3.173278540625e-13       7.989206201867e-20       9.470581343728e-15       5.303814184997e-18       2.545239824738e-15       4.839386207886e-19      -1.888970977411e-18 
   30       1.418948136792e-10       2.852969973868e-15       2.537216125373e-13       0.000000000000e+00       3.997467514083e-11       3.997467510330e-11       1.525399120552e-20       3.609068501345e-11       3.609061084220e-11       7.417125103182e-17       3.344754576025e-13       3.351769548404e-13       2.732475882587e-20       1.055700418754e-14       7.403805117961e-18       2.861673085521e-15       4.120594568463e-19      -1.416485185035e-18 
   31       1.441071213242e-10       3.197837086218e-15       2.570388694134e-13       0.000000000000e+00       3.960592879606e-11       3.960592875579e-11       1.707345672790e-20       3.479560255625e-11       3.479552940092e-11       7.315533313846e-17       3.526691185426e-13       3.532532572817e-13      -9.891400774665e-21       1.172712471664e-14       8.977186989302e-18       3.205188866820e-15       3.630138761848e-19      -1.058829303047e-18 
   32       1.463486062170e-10       3.570248983253e-15       2.595632124133e-13       0.000000000000e+00       3.923515645757e-11       3.923515638106e-11       1.755205010609e-20       3.349682384391e-11       3.349676057822e-11       6.326568267129e-17       3.710383869357e-13       3.715360186287e-13      -1.936621939948e-20       1.298001981587e-14       1.049898908095e-17       3.576655479624e-15       3.314380487581e-19      -7.870305980804e-19 
   33       1.486189795774e-10       3.971102621352e-15       2.610718620292e-13       0.000000000000e+00       3.886246519433e-11       3.886246511427e-11       1.674302116539e-20       3.219525747257e-11       3.219520791045e-11       4.956211878281e-17       3.895573670234e-13       3.900041481795e-13      -7.239932988787e-21       1.431717172535e-14       1.203459858466e-17       3.976992845245e-15       3.149961610707e-19      -5.883224470739e-19 
   34       1.509170585006e-10       4.402211943402e-15       2.614293662980e-13       0.000000000000e+00       3.848796682316e-11       3.848796676018e-11       1.636093100077e-20       3.089162783793e-11       3.089159037156e-11       3.746637229784e-17       4.082611889517e-13       4.086369909066e-13       1.195760243895e-20       1.574825616829e-14       1.244987535441e-17       4.407006948545e-15       3.081892369621e-19      -4.330253944585e-19 
   35       1.532414409594e-10       4.864512339046e-15       2.607047741185e-13       0.000000000000e+00       3.811177379763e-11       3.811177374222e-11       1.617451777828e-20       2.958679436687e-11       2.958676296851e-11       3.139836185035e-17       4.271477891074e-13       4.274147080289e-13       2.437407400530e-20       1.727445534004e-14       1.184102799524e-17       4.867397215974e-15       3.024533568575e-19      -2.750712506775e-19 
   36       1.555921494619e-10       5.357745109311e-15       2.587918991117e-13       0.000000000000e+00       3.773399970825e-11       3.773399966357e-11       1.478876852503e-20       2.828156971648e-11       2.828153646060e-11       3.325588440365e-17       4.461490055276e-13       4.463172969396e-13       2.482156180128e-20       1.889134203561e-14       1.119075682805e-17       5.358910824874e-15       2.923528620749e-19      -8.513598840683e-20 
   37       1.579684323606e-10       5.881951986233e-15       2.554400718106e-13       0.000000000000e+00       3.735476102198e-11       3.735476096825e-11       1.304274824234e-20       2.697673151563e-11       2.697669090634e-11       4.060929128948e-17       4.652034483844e-13       4.653242431311e-13       2.119765231857e-20       2.059660002975e-14       1.110289600414e-17       5.882410834482e-15       2.783177371059e-19       1.347155720662e-19 
   38       1.603701994394e-10       6.438739024133e-15       2.504118658776e-13       0.000000000000e+00       3.697417435384e-11       3.697417428594e-11       1.305446282623e-20       2.567307510597e-11       2.567302768504e-11       4.742093866494e-17       4.843173282974e-13       4.844156396166e-13       2.441973045147e-20       2.239413155618e-14       1.112158922215e-17       6.438792949364e-15       2.629042031772e-19       3.710378816482e-19 
   39       1.627975450798e-10       7.030761850307e-15       2.437555287995e-13       0.000000000000e+00       3.659235507055e-11       3.659235502440e-11       1.430112788310e-20       2.437121062734e-11       2.437116247882e-11       4.814851218221e-17       5.035500223160e-13       5.035728242381e-13       3.507294022850e-20       2.429671347556e-14       9.574274808121e-18       7.028908073952e-15       2.476016196103e-19       6.160879391816e-19 
   40       1.652488285569e-10       7.658066878508e-15       2.358516868596e-13       0.000000000000e+00       3.620941826833e-11       3.620941823823e-11       1.461926593201e-20       2.307185856400e-11       2.307181622011e-11       4.234389117023e-17       5.228650969301e-13       5.227773537018e-13       4.534939440801e-20       2.630130988551e-14       7.132293019704e-18       7.653527676353e-15       2.326086047198e-19       8.690149874770e-19 
   41       1.677238289403e-10       8.318577542175e-15       2.266923846142e-13       0.000000000000e+00       3.582548035015e-11       3.582548035066e-11       1.390327348592e-20       2.177586978556e-11       2.177583509639e-11       3.468916158298e-17       5.421373747926e-13       5.420099404162e-13       4.802263937320e-20       2.839090613480e-14       6.402751652831e-18       8.313289558860e-15       2.160637170951e-19       1.139966586559e-18 
   42       1.702234594255e-10       9.013697678248e-15       2.159024547817e-13       0.000000000000e+00       3.544065946238e-11       3.544065954104e-11       1.394280771063e-20       2.048386393101e-11       2.048383379215e-11       3.013886556411e-17       5.613679924471e-13       5.612509251603e-13       3.909830895851e-20       3.057262150433e-14       6.483229614492e-18       9.008723277748e-15       1.946104120615e-19       1.447069299457e-18 
   43       1.727467377498e-10       9.746703403308e-15       2.036041232636e-13       0.000000000000e+00       3.505507164255e-11       3.505507169449e-11       1.515045949106e-20       1.919638185819e-11       1.919635140951e-11       3.044867556087e-17       5.806380364244e-13       5.804816032776e-13       1.941801798650e-20       3.286272138488e-14       5.119534209586e-18       9.740404557191e-15       1.674354170389e-19       1.794838736973e-18 
   44       1.752930306975e-10       1.051704858372e-14       1.901317840969e-13       0.000000000000e+00       3.466882799378e-11       3.466882791043e-11       1.570722231824e-20       1.791413167404e-11       1.791409666371e-11       3.501032366306e-17       5.999000854733e-13       5.996848527924e-13      -2.733832232598e-21       3.525207903970e-14       3.672163230021e-18       1.050903476429e-14       1.382796078096e-19       2.163429729112e-18 
   45       1.778627315568e-10       1.132307418948e-14       1.752828065884e-13       0.000000000000e+00       3.428203855008e-11       3.428203845213e-11       1.486855494965e-20       1.663781472063e-11       1.663777221745e-11       4.250317430501e-17       6.190583281455e-13       6.188445176668e-13      -1.700217862658e-20       3.772918515190e-14       3.892465516606e-18       1.131533036722e-14       1.122369697516e-19       2.525752989062e-18 
   46       1.804567563854e-10       1.216650748967e-14       1.587005078062e-13       0.000000000000e+00       3.389481454713e-11       3.389481451152e-11       1.441687164338e-20       1.536795672981e-11       1.536790540005e-11       5.132975770881e-17       6.381241540810e-13       6.379442530503e-13      -2.116986568392e-20       4.030266863410e-14       4.620918530976e-18       1.215988759052e-14       9.246771042658e-20       2.865044793934e-18 
   47       1.830746701265e-10       1.304979930243e-14       1.403898805652e-13       0.000000000000e+00       3.350726579905e-11       3.350726572715e-11       1.599585191619e-20       1.410509163926e-11       1.410503245746e-11       5.918179546009e-17       6.571423874089e-13       6.569668161136e-13      -2.214126814385e-20       4.298145966422e-14       4.555891298897e-18       1.304315153242e-14       8.018765220115e-20       3.174915271597e-18 
   48       1.857166799495e-10       1.397281422236e-14       1.204768664760e-13       0.000000000000e+00       3.311950162846e-11       3.311950152130e-11       1.851476512388e-20       1.284980861062e-11       1.284974638956e-11       6.222106029616e-17       6.760885723572e-13       6.758942542403e-13      -2.684827570973e-20       4.576175857497e-14       4.220599108607e-18       1.396542961644e-14       7.518178364475e-20       3.456601143907e-18 
   49       1.883830523949e-10       1.493404443387e-14       9.893138962119e-14       0.000000000000e+00       3.273163238612e-11       3.273163231170e-11       1.926729485238e-20       1.160266291690e-11       1.160260583709e-11       5.707981002673e-17       6.949004104156e-13       6.947085884306e-13      -3.545673709017e-20       4.863585013490e-14       4.722168822171e-18       1.492689999517e-14       7.541337939904e-20       3.721061902063e-18 
   50       1.910739091777e-10       1.593309450081e-14       7.560731257341e-14       0.000000000000e+00       3.234376741153e-11       3.234376733865e-11       1.778717251409e-20       1.036422431768e-11       1.036417928613e-11       4.503154785178e-17       7.135447908773e-13       7.133923738693e-13      -4.293792274903e-20       5.160102430445e-14       6.396770345270e-18       1.592765412515e-14       7.778450045568e-20       3.984917750920e-18 
   51       1.937903685344e-10       1.697146665863e-14       5.039749718879e-14       0.000000000000e+00       3.195601300597e-11       3.195601293362e-11       1.637778299582e-20       9.134950958103e-12       9.134919229496e-12       3.172860797183e-17       7.320377278861e-13       7.319289662356e-13      -4.434631065269e-20       5.466288006993e-14       8.365554849897e-18       1.696776821472e-14       8.020273641200e-20       4.259398301174e-18 
   52       1.965319253362e-10       1.805059360675e-14       2.340178777790e-14       0.000000000000e+00       3.156847257259e-11       3.156847256079e-11       1.659652948992e-20       7.915289591700e-12       7.915266893266e-12       2.269843498530e-17       7.503986574401e-13       7.503025463768e-13      -3.852578745523e-20       5.782748887205e-14       9.705627674736e-18       1.804733055985e-14       8.242787303790e-20       4.545814724479e-18 
   53       1.992987950678e-10       1.916918028989e-14      -5.176168937193e-15       0.000000000000e+00       3.118124801959e-11       3.118124804456e-11       1.714185765455e-20       6.705781150131e-12       6.705761059684e-12       2.009044778520e-17       7.685875457562e-13       7.684979939265e-13      -2.882527485948e-20       6.108836238225e-14       1.125259736596e-17       1.916640435881e-14       8.492331773076e-20       4.841702121138e-18 
   54       2.020916198533e-10       2.032472574657e-14      -3.538562182025e-14       0.000000000000e+00       3.079443832630e-11       3.079443832671e-11       1.580680426923e-20       5.506889182036e-12       5.506866314980e-12       2.286705638738e-17       7.865335864811e-13       7.865007128808e-13      -2.086286125160e-20       6.443340793676e-14       1.458156089761e-17       2.032498720764e-14       8.764764470552e-20       5.147281735006e-18 
   55       2.049108213124e-10       2.151800664690e-14      -6.753237544610e-14       0.000000000000e+00       3.040814003464e-11       3.040814003519e-11       1.308698311515e-20       4.319025845543e-12       4.318996943663e-12       2.890187971766e-17       8.042323906427e-13       8.042965600472e-13      -1.841757370570e-20       6.786610746737e-14       1.906745088835e-17       2.152301015129e-14       9.014064864272e-20       5.464999722130e-18 
   56       2.077569928148e-10       2.275287307642e-14      -1.017303278581e-13       0.000000000000e+00       3.002245050304e-11       3.002245052936e-11       1.193048905098e-20       3.142555128459e-12       3.142518725426e-12       3.640303263744e-17       8.217488734735e-13       8.218718421677e-13      -2.048179049894e-20       7.140367743192e-14       2.217865452031e-17       2.276035293377e-14       9.213260975177e-20       5.796267675391e-18 
   57       2.106303175660e-10       2.403062756230e-14      -1.377212334476e-13       0.000000000000e+00       2.963746545998e-11       2.963746545295e-11       1.383916109132e-20       1.977824616924e-12       1.977780760634e-12       4.385628937754e-17       8.391059262367e-13       8.392132176000e-13      -2.218434610471e-20       7.505111243884e-14       2.307212426685e-17       2.403684133412e-14       9.357611405090e-20       6.141291434562e-18 
   58       2.135303012087e-10       2.534773461705e-14      -1.752802118101e-13       0.000000000000e+00       2.925327696396e-11       2.925327689426e-11       1.691577410580e-20       8.252779913136e-13       8.252290230137e-13       4.896829986107e-17       8.562332505804e-13       8.563076759750e-13      -1.871820720455e-20       7.879263265986e-14       2.375903817078e-17       2.535223525966e-14       9.425050115029e-20       6.501186676105e-18 
   59       2.164577638866e-10       2.670062465197e-14      -2.145663650138e-13       0.000000000000e+00       2.886997490898e-11       2.886997482837e-11       1.766578355707e-20      -3.146502449456e-13      -3.146991427334e-13       4.889778780802e-17       8.730537033493e-13       8.731425382751e-13      -8.523906643876e-21       8.261400774534e-14       2.601185214870e-17       2.670622596868e-14       9.372029133939e-20       6.878200841986e-18 
   60       2.194134169882e-10       2.809020980912e-14      -2.558940328416e-13       0.000000000000e+00       2.848764793895e-11       2.848764787426e-11       1.481606175319e-20      -1.441623218800e-12      -1.441665916047e-12       4.269724632437e-17       8.895698872303e-13       8.897054709224e-13       6.812710561913e-21       8.652045097450e-14       2.889763272441e-17       2.809844965751e-14       9.181404917313e-20       7.273151734804e-18 
   61       2.223970433766e-10       2.951976391788e-14      -2.993113299572e-13       0.000000000000e+00       2.810638414902e-11       2.810638408095e-11       1.099330482707e-20      -2.555302016419e-12      -2.555334948113e-12       3.293169397189e-17       9.058318758313e-13       9.059845710048e-13       2.485005472154e-20       9.052540623338e-14       3.032982065950e-17       2.952850380499e-14       8.905795902503e-20       7.683109472269e-18 
   62       2.254090207046e-10       3.099010040195e-14      -3.445837074690e-13       0.000000000000e+00       2.772626907954e-11       2.772626901537e-11       1.003880365596e-20      -3.655346431010e-12      -3.655370352556e-12       2.392154632169e-17       9.218534972511e-13       9.219682533682e-13       4.385601725430e-20       9.463072731858e-14       2.977556152676e-17       3.099593749830e-14       8.654167093635e-20       8.102112445988e-18 
   63       2.284486442922e-10       3.249880572350e-14      -3.914983099199e-13       0.000000000000e+00       2.734738522251e-11       2.734738519222e-11       1.334410006351e-20      -4.741389864085e-12      -4.741408417584e-12       1.855349949738e-17       9.375956339902e-13       9.376452589265e-13       6.233451120211e-20       9.882592961933e-14       2.838373058338e-17       3.250023470847e-14       8.527190024100e-20       8.524625314514e-18 
   64       2.315163706752e-10       3.404319945093e-14      -4.400230964610e-13       0.000000000000e+00       2.696981416333e-11       2.696981417860e-11       1.831149112352e-20      -5.813025588827e-12      -5.813042666970e-12       1.707814346672e-17       9.530136168370e-13       9.530047464831e-13       7.780970654036e-20       1.031009060295e-13       2.724496240452e-17       3.404079791009e-14       8.549907626988e-20       8.949141461257e-18 
   65       2.346129446722e-10       3.562216689995e-14      -4.902071301978e-13       0.000000000000e+00       2.659363664293e-11       2.659363669020e-11       2.053868985237e-20      -6.869944901069e-12      -6.869963199906e-12       1.829883602955e-17       9.680886745728e-13       9.680362656542e-13       8.681793627820e-20       1.074518928642e-13       2.656304738506e-17       3.561693966453e-14       8.647286257593e-20       9.379490289194e-18 
   66       2.377385801100e-10       3.723526935304e-14      -5.420547915183e-13       0.000000000000e+00       2.621893194268e-11       2.621893198341e-11       1.826592959836e-20      -7.911871134444e-12      -7.911892776170e-12       2.164172555536e-17       9.828158288599e-13       9.827297874146e-13       8.649160025320e-20       1.118770437577e-13       2.625507233908e-17       3.722789482000e-14       8.674957193559e-20       9.823193842449e-18 
   67       2.408936220030e-10       3.888146019122e-14      -5.955359857531e-13       0.000000000000e+00       2.584577681244e-11       2.584577681550e-11       1.368284986760e-20      -8.938485974594e-12      -8.938513594928e-12       2.762033417082e-17       9.971837775252e-13       9.970756320220e-13       7.638940431957e-20       1.163720073874e-13       2.654999405224e-17       3.887283433494e-14       8.483865702181e-20       1.028800752783e-17 
   68       2.440785729209e-10       4.055915605179e-14      -6.506533700397e-13       0.000000000000e+00       2.547424521262e-11       2.547424519205e-11       1.040882852511e-20      -9.949502052833e-12      -9.949538142057e-12       3.608922395261e-17       1.011174255284e-12       1.011064456090e-12       5.904098313087e-20       1.209311349304e-13       2.784854837447e-17       4.055088467442e-14       7.982947562672e-20       1.077856804105e-17 
   69       2.472941165824e-10       4.226707117973e-14      -7.074579577277e-13       0.000000000000e+00       2.510440918377e-11       2.510440916683e-11       1.051929687029e-20      -1.094467798514e-11      -1.094472261638e-11       4.463123739498e-17       1.024773018155e-12       1.024687312401e-12       3.885169191664e-20       1.255504867688e-13       3.030620417974e-17       4.226113937472e-14       7.171156360185e-20       1.129468093578e-17 
   70       2.505405716080e-10       4.400473406175e-14      -7.660146972769e-13       0.000000000000e+00       2.473633926322e-11       2.473633923700e-11       1.305125772613e-20      -1.192378305774e-11      -1.192383243334e-11       4.937560288811e-17       1.037976791628e-12       1.037935640740e-12       2.022682155642e-20       1.302293413612e-13       3.363658460954e-17       4.400265711249e-14       6.130139880905e-20       1.183171239831e-17 
   71       2.538186091765e-10       4.577238782998e-14      -8.263615426324e-13       0.000000000000e+00       2.437010495932e-11       2.437010489753e-11       1.536557037656e-20      -1.288661224013e-11      -1.288665994662e-11       4.770649673338e-17       1.050792141509e-12       1.050801313654e-12       6.075444572284e-21       1.349695833307e-13       3.719367460313e-17       4.577445524203e-14       4.988456714742e-20       1.238250429409e-17 
   72       2.571286017953e-10       4.757042398865e-14      -8.884816333748e-13       0.000000000000e+00       2.400577414513e-11       2.400577407034e-11       1.554981987456e-20      -1.383300869614e-11      -1.383304860614e-11       3.991000180464e-17       1.063228656715e-12       1.063276626352e-12      -2.683645216001e-21       1.397736722962e-13       4.024822305769e-17       4.757549733686e-14       3.877779767552e-20       1.293971679970e-17 
   73       2.604703967797e-10       4.939865501333e-14      -9.522946149767e-13       0.000000000000e+00       2.364341259270e-11       2.364341256182e-11       1.332972437615e-20      -1.476279973741e-11      -1.476282850166e-11       2.876425652421e-17       1.075290378232e-12       1.075354249327e-12      -6.717658560258e-21       1.446420436235e-13       4.233437702043e-17       4.940468294683e-14       2.899158342511e-20       1.349763283326e-17 
