# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 250, i.e. number of multipoles equal to 249
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   15       1.141638342485e-10       3.227681841791e-16       1.300133979593e-13       0.000000000000e+00       4.983051785834e-16       5.147325422458e-23       4.982300494049e-16      -1.972292315821e-15       1.187121126370e-17      -1.984163527085e-15       1.393989638794e-16       4.365757015698e-20       1.361184222817e-16       9.483883537278e-16      -1.058885110506e-15       1.439072971379e-16       1.886666256575e-16      -1.574595148046e-16 
   16       1.155099808031e-10       3.568282592849e-16       1.383635643800e-13       0.000000000000e+00       3.831123651831e-16       4.594188933867e-23       3.830554068416e-16      -1.438705160207e-15       1.018591561232e-17      -1.448891075819e-15       9.115500023207e-17       4.527843921422e-20       8.879941174232e-17       1.101673555346e-15      -1.176802818508e-15       1.724729824927e-16       2.028887610631e-16      -1.807439714517e-16 
   17       1.169705582766e-10       4.063831996128e-16       1.466846306501e-13       0.000000000000e+00       2.974810030358e-16       4.100552298990e-23       2.974376930560e-16      -9.998878915138e-16       8.776010573321e-18      -1.008663902087e-15       4.325656588140e-17       4.687293371050e-20       4.157005454657e-17       1.288230361129e-15      -1.330403735640e-15       2.070141142352e-16       2.232625763355e-16      -2.099892788593e-16 
   18       1.185291521615e-10       4.767751791965e-16       1.551734802756e-13       0.000000000000e+00       2.332101766686e-16       3.660845329911e-23       2.331771409058e-16      -6.618525943014e-16       7.591825737290e-18      -6.694444200387e-16       9.080399180280e-18       4.846107466836e-20       7.874342598242e-18       1.514878376177e-15      -1.530777577546e-15       2.491146088689e-16       2.542254747707e-16      -2.477386962476e-16 
   19       1.201723990309e-10       5.687025910197e-16       1.640977982282e-13       0.000000000000e+00       1.845049006022e-16       3.269797623435e-23       1.844796174209e-16      -4.170196963409e-16       6.591752818051e-18      -4.236114491589e-16      -7.280391826460e-18       5.005802679747e-20      -8.143738007556e-18       1.781947068855e-15      -1.776439649789e-15       2.994158244262e-16       2.965938406767e-16      -2.946855882303e-16 
   20       1.218897410615e-10       6.800513710142e-16       1.735813504992e-13       0.000000000000e+00       1.472432518511e-16       2.922473465347e-23       1.472238335936e-16      -2.489981707038e-16       5.741320783569e-18      -2.547394914873e-16      -8.425055987465e-18       5.167491894521e-20      -9.045464589218e-18       2.087643612266e-15      -2.061805651414e-15       3.579643513736e-16       3.488949705215e-16      -3.503545775768e-16 
   21       1.236727723666e-10       8.093882090479e-16       1.835665032855e-13       0.000000000000e+00       1.184718385298e-16       2.614292938130e-23       1.184568696138e-16      -1.382300338950e-16       5.012365206600e-18      -1.432423991016e-16      -3.261174689051e-19       5.331959082462e-20      -7.754600947995e-19       2.432516430469e-15      -2.385755930200e-15       4.249034475199e-16       4.100092692086e-16      -4.144537438287e-16 
   22       1.255146661557e-10       9.569586190336e-16       1.938497478505e-13       0.000000000000e+00       9.605769848870e-17       2.341041292845e-23       9.604611525266e-17      -6.585186778031e-17       4.382205630307e-18      -7.023407341062e-17       1.059811159845e-17       5.499735235222e-20       1.026826386617e-17       2.819160952054e-15      -2.751199501688e-15       5.006845649690e-16       4.799789086880e-16      -4.872884127836e-16 
   23       1.274103636007e-10       1.123321642119e-15       2.041383406765e-13       0.000000000000e+00       7.844740104482e-17       2.098868555437e-23       7.843840249797e-17      -1.669913722723e-17       3.832785235083e-18      -2.053192246230e-17       1.942912667676e-17       5.671160182473e-20       1.918207669277e-17       3.249976491600e-15      -3.160589785649e-15       5.858186484144e-16       5.590677542018e-16      -5.692783184540e-16 
   24       1.293552213437e-10       1.308214347362e-15       2.140693831830e-13       0.000000000000e+00       6.449968988460e-17       1.884281274143e-23       6.449267133202e-17       1.944913801454e-17       3.349828507182e-18       1.609930950735e-17       2.358375983359e-17       5.846429879691e-20       2.339360849728e-17       3.724939448000e-15      -3.611992642832e-15       6.806724246083e-16       6.469901956352e-16      -6.605617149918e-16 
   25       1.313462092507e-10       1.511416324465e-15       2.232365247525e-13       0.000000000000e+00       5.336865917532e-17       1.694128224951e-23       5.336316285947e-17       4.845628167290e-17       2.922031769232e-18       4.553424990366e-17       2.273403662126e-17       6.025637817923e-20       2.258309540409e-17       4.244870116282e-15      -4.104976414007e-15       7.855744716180e-16       7.433162412244e-16      -7.612027307555e-16 
   26       1.333802777189e-10       1.733779854629e-15       2.314247775186e-13       0.000000000000e+00       4.442174502770e-17       1.525581721329e-23       4.441742337658e-17       7.237059450416e-17       2.540347766183e-18       6.983024673797e-17       1.815518930951e-17       6.208800599192e-20       1.803138050500e-17       4.812765614644e-15      -4.643088111876e-15       9.010289352544e-16       8.482959775769e-16      -8.716119910251e-16 
   27       1.354543691229e-10       1.977014036260e-15       2.385571663357e-13       0.000000000000e+00       3.718179000160e-17       1.376116017973e-23       3.717837825256e-17       9.141015640678e-17       2.197439596846e-18       8.921271680994e-17       1.185324964933e-17       6.395874060783e-20       1.174771539137e-17       5.430490162541e-15      -5.228378350967e-15       1.027766741719e-15       9.630572966278e-16      -9.926474671383e-16 
   28       1.375666921723e-10       2.243467365154e-15       2.445720011738e-13       0.000000000000e+00       3.128582603901e-17       1.243484016239e-23       3.128312182524e-17       1.048739587354e-16       1.887216858721e-18       1.029867418767e-16       5.774074439696e-18       6.586769619616e-20       5.680112779630e-18       6.101989291795e-15      -5.866399238845e-15       1.166605516900e-15       1.089070209219e-15      -1.125340394100e-15 
   29       1.397141095223e-10       2.535119741548e-15       2.495873354631e-13       0.000000000000e+00       2.645551472715e-17       1.125693311295e-23       2.645336281720e-17       1.122868252884e-16       1.604544099161e-18       1.106822811892e-16       1.277882283782e-18       6.781367696512e-20       1.190697354810e-18       6.830329471210e-15      -6.561167082756e-15       1.318264832535e-15       1.227458585419e-15      -1.270540047797e-15 
   30       1.418948188065e-10       2.852971611498e-15       2.537215256746e-13       0.000000000000e+00       2.247577088484e-17       1.020982371878e-23       2.247405177299e-17       1.140015046927e-16       1.345049434040e-18       1.126564552586e-16      -1.079843744567e-18       6.979527433330e-20      -1.163061054372e-18       7.615923491956e-15      -7.312144880595e-15       1.483306897669e-15       1.378778625890e-15      -1.428799511865e-15 
   31       1.441071172073e-10       3.197838840509e-15       2.570386825421e-13       0.000000000000e+00       1.917918537452e-17       9.277974696232e-24       1.917780671984e-17       1.110349434718e-16       1.104977367916e-18       1.099299661038e-16      -1.488354907336e-18       7.181087732000e-20      -1.569109460570e-18       8.461094672735e-15      -8.121759570658e-15       1.662221703530e-15       1.543331041659e-15      -1.600537665310e-15 
   32       1.463486381530e-10       3.570252039244e-15       2.595629690561e-13       0.000000000000e+00       1.643457284536e-17       8.447707763319e-24       1.643346303490e-17       1.050169745772e-16       8.811536840996e-19       1.041358208931e-16      -6.204732341914e-19       7.385861968631e-20      -6.997637924232e-19       9.365832831243e-15      -8.988835964641e-15       1.855507265041e-15       1.721481001323e-15      -1.786200676672e-15 
   33       1.486190183247e-10       3.971107204054e-15       2.610716980991e-13       0.000000000000e+00       1.413847053895e-17       7.706998925863e-24       1.413757382487e-17       9.749627226027e-17       6.709045944757e-19       9.682536766579e-17       6.937338782983e-19       7.593648838327e-20       6.148043572409e-19       1.033129252288e-14      -9.914322954963e-15       2.063661869468e-15       1.913647694537e-15      -1.986253428576e-15 
   34       1.509170894935e-10       4.402217163871e-15       2.614293514615e-13       0.000000000000e+00       1.220877837056e-17       7.045289912310e-24       1.220805119080e-17       8.993218117141e-17       4.720017304636e-19       8.946017944094e-17       1.737510887648e-18       7.804255334769e-20       1.657691102287e-18       1.136288465205e-14      -1.090621251433e-14       2.287152022199e-15       2.120164713781e-15      -2.201110953060e-15 
   35       1.532414802496e-10       4.864517552600e-15       2.607048344849e-13       0.000000000000e+00       1.057996592692e-17       6.453316216755e-24       1.057937412695e-17       8.333244365314e-17       2.826469848865e-19       8.304979666825e-17       2.076164102867e-18       8.017494246248e-20       1.994723739451e-18       1.246159499361e-14      -1.196521752269e-14       2.526415911068e-15       2.341285048810e-15      -2.431142377461e-15 
   36       1.555921522856e-10       5.357749716456e-15       2.587920794839e-13       0.000000000000e+00       9.199436448952e-18       5.922952128702e-24       9.198953148199e-18       7.793357061056e-17       1.013819018319e-19       7.783218870872e-17       1.615109976783e-18       8.233156510927e-20       1.531696709352e-18       1.362558268147e-14      -1.308715256767e-14       2.781889324147e-15       2.577315082656e-15      -2.676733606237e-15 
   37       1.579684678324e-10       5.881955324980e-15       2.554403341149e-13       0.000000000000e+00       8.024750629819e-18       5.447071718025e-24       8.024354593456e-18       7.366845701437e-17      -7.297143266247e-20       7.374142844703e-17       5.453653203791e-19       8.450999440527e-20       4.598547129343e-19       1.485400705130e-14      -1.426972570688e-14       3.054016878044e-15       2.828673563893e-15      -2.938314792674e-15 
   38       1.603702250730e-10       6.438741089666e-15       2.504120927806e-13       0.000000000000e+00       7.021486350419e-18       5.019425002030e-24       7.021160745974e-18       7.016790888265e-17      -2.413658261122e-19       7.040927470876e-17      -7.849246364252e-19       8.670767571708e-20      -8.724708919809e-19       1.614905615679e-14      -1.551616362817e-14       3.343241514285e-15       3.095815446528e-15      -3.216327435638e-15 
   39       1.627975804743e-10       7.030763135911e-15       2.437557681703e-13       0.000000000000e+00       6.161580620213e-18       4.634528323476e-24       6.161312050199e-18       6.690499199211e-17      -4.046050799821e-19       6.730959707209e-17      -2.008743222313e-18       8.892219545766e-20      -2.098457075427e-18       1.751763763757e-14      -1.683722238505e-14       3.649992444693e-15       3.379164035625e-15      -3.511193327366e-15 
   40       1.652488435160e-10       7.658068259290e-15       2.358519080709e-13       0.000000000000e+00       5.422046399813e-18       4.287567702164e-24       5.421824171550e-18       6.368488193284e-17      -5.633538634304e-19       6.424823579627e-17      -2.848172799251e-18       9.115138566821e-20      -2.940023470503e-18       1.895848851269e-14      -1.823003689456e-14       3.974669326539e-15       3.679092388228e-15      -3.823297975403e-15 
   41       1.677238594435e-10       8.318579754635e-15       2.266926506664e-13       0.000000000000e+00       4.783971564557e-18       3.974314164647e-24       4.783787115462e-18       6.023116543633e-17      -7.181722106936e-19       6.094933764702e-17      -3.175793165963e-18       9.339330818333e-20      -3.269553804963e-18       2.046292966911e-14      -1.967985184663e-14       4.317619710472e-15       3.995888787094e-15      -4.152964224629e-15 
   42       1.702234509768e-10       9.013700740187e-15       2.159028747324e-13       0.000000000000e+00       4.231729137852e-18       3.691049399018e-24       4.231575579515e-18       5.652342861710e-17      -8.695722681197e-19       5.739300088522e-17      -3.021163867906e-18       9.564622920276e-20      -3.116958462596e-18       2.203484858593e-14      -2.119262587528e-14       4.679147335164e-15       4.329774438385e-15      -4.500463674584e-15 
   43       1.727468150393e-10       9.746707184772e-15       2.036045512130e-13       0.000000000000e+00       3.752353067768e-18       3.434501066878e-24       3.752224845537e-18       5.287995917590e-17      -1.018010392252e-18       5.389796956815e-17      -2.527856940793e-18       9.790856733586e-20      -2.625816946237e-18       2.368286981181e-14      -2.278219451123e-14       5.059558594667e-15       4.681018177166e-15      -4.866085980567e-15 
   44       1.752930127306e-10       1.051705357136e-14       1.901321845716e-13       0.000000000000e+00       3.335043846031e-18       3.201786246820e-24       3.334936468597e-18       4.945796193218e-17      -1.163858423337e-18       5.062182035551e-17      -1.886867909693e-18       1.001787467101e-19      -1.986910269423e-18       2.540228594422e-14      -2.444068503918e-14       5.459185979129e-15       5.049993869109e-15      -5.250173654393e-15 
   45       1.778627551805e-10       1.132308113214e-14       1.752831958899e-13       0.000000000000e+00       2.970773638966e-18       2.990362256017e-24       2.970683459799e-18       4.647034253713e-17      -1.307433262482e-18       4.777777579961e-17      -1.276358595354e-18       1.024550245809e-19      -1.378561421751e-18       2.718721315008e-14      -2.615813524186e-14       5.878357092615e-15       5.437094901833e-15      -5.653072759381e-15 
   46       1.804567812869e-10       1.216651518054e-14       1.587008712446e-13       0.000000000000e+00       2.651968107032e-18       2.797983954456e-24       2.651892156395e-18       4.404690915123e-17      -1.449016257031e-18       4.549592540826e-17      -8.193612012460e-19       1.047354080354e-19      -9.238329331272e-19       2.904227032748e-14      -2.794183938575e-14       6.317352741698e-15       5.842637042556e-15      -6.075072571691e-15 
   47       1.830746732409e-10       1.304980465056e-14       1.403903952416e-13       0.000000000000e+00       2.372250386459e-18       2.622666404907e-24       2.372186242171e-18       4.222655533559e-17      -1.588822092809e-18       4.381537742839e-17      -5.611746811617e-19       1.070177073982e-19      -6.679185666602e-19       3.097210029207e-14      -2.979946091551e-14       6.776393052903e-15       6.266845416015e-15      -6.516392167476e-15 
   48       1.857167393460e-10       1.397281525695e-14       1.204772838038e-13       0.000000000000e+00       2.126235441760e-18       2.462652670230e-24       2.126181119524e-18       4.087514748836e-17      -1.727018099202e-18       4.260216558757e-17      -4.733117074667e-19       1.092996699195e-19      -5.823955540573e-19       3.297468828539e-14      -3.172777460231e-14       7.255640698768e-15       6.709866614134e-15      -6.977186657036e-15 
   49       1.883830345257e-10       1.493404149198e-14       9.893171153640e-14       0.000000000000e+00       1.909361531153e-18       2.316385464456e-24       1.909315401271e-18       3.982023486058e-17      -1.863728677230e-18       4.168396353781e-17      -4.821982808793e-19       1.115790981433e-19      -5.936404686395e-19       3.504599877677e-14      -3.372017874614e-14       7.755206932386e-15       7.171767327414e-15      -7.457550602974e-15 
   50       1.910739408154e-10       1.593308965440e-14       7.560755452663e-14       0.000000000000e+00       1.717751083260e-18       2.182482812760e-24       1.717711806060e-18       3.893334419714e-17      -1.999045251513e-18       4.093238944865e-17      -5.044788773156e-19       1.138539280730e-19      -6.182243725693e-19       3.718454379635e-14      -3.577441652718e-14       8.275166861223e-15       7.652561966027e-15      -7.957537339381e-15 
   51       1.937904155760e-10       1.697146223952e-14       5.039758449203e-14       0.000000000000e+00       1.548097902165e-18       2.059716764114e-24       1.548064369509e-18       3.798674163437e-17      -2.133052345497e-18       4.011979397987e-17      -4.732910787618e-19       1.161222489995e-19      -5.893191555835e-19       3.939315145723e-14      -3.789536719531e-14       8.815578671438e-15       8.152267147286e-15      -8.477190056026e-15 
   52       1.965319771443e-10       1.805059055983e-14       2.340189822480e-14       0.000000000000e+00       1.397574595400e-18       1.946994713127e-24       1.397545891103e-18       3.693994635065e-17      -2.265811369195e-18       3.920575771984e-17      -3.523750234321e-19       1.183822738121e-19      -4.706959358230e-19       4.167492520676e-14      -4.008828363351e-14       9.376489739189e-15       8.670922399230e-15      -9.016552840569e-15 
   53       1.992988423546e-10       1.916917859625e-14      -5.176158412406e-15       0.000000000000e+00       1.263755737572e-18       1.843343423459e-24       1.263731101306e-18       3.573786016925e-17      -2.397370566704e-18       3.813523073595e-17      -1.405397853852e-19       1.206323125508e-19      -2.611385390868e-19       4.402633610351e-14      -4.234771859449e-14       9.957927926931e-15       9.208561720646e-15      -9.575655311237e-15 
   54       2.020917008695e-10       2.032472571587e-14      -3.538582735007e-14       0.000000000000e+00       1.144556071439e-18       1.747894650499e-24       1.144534870090e-18       3.436302273204e-17      -2.527774396407e-18       3.689079712845e-17       1.328188579172e-19       1.228707387533e-19       9.994145961020e-21       4.644083634734e-14      -4.466350300616e-14       1.055989216670e-14       9.765183402497e-15      -1.015449619348e-14 
   55       2.049108165250e-10       2.151800829502e-14      -6.753254141580e-14       0.000000000000e+00       1.038179939032e-18       1.659873019543e-24       1.038161646268e-18       3.291573949689e-17      -2.657066723307e-18       3.557280622020e-17       4.208337761825e-19       1.250959772324e-19       2.958173505098e-19       4.892007610497e-14      -4.703875891260e-14       1.118235088662e-14       1.034075008822e-14      -1.075304232694e-14 
   56       2.077571161305e-10       2.275287558995e-14      -1.017304970726e-13       0.000000000000e+00       9.430773179600e-19       1.578585144421e-24       9.430614915014e-19       3.136970114219e-17      -2.785291488345e-18       3.415499263054e-17       6.764969325746e-19       1.273064934903e-19       5.492677284380e-19       5.147297920426e-14      -4.948829023249e-14       1.182524419654e-14       1.093520161132e-14      -1.137123447908e-14 
   57       2.106303532767e-10       2.403063046724e-14      -1.377213985170e-13       0.000000000000e+00       8.579066066237e-19       1.503410028439e-24       8.578928762155e-19       2.984395084005e-17      -2.912481564987e-18       3.275643240504e-17       8.671408024502e-19       1.295007726238e-19       7.375770698726e-19       5.410198952543e-14      -5.201651933050e-14       1.248848219409e-14       1.154845399973e-14      -1.200898591216e-14 
   58       2.135303345325e-10       2.534773738044e-14      -1.752801671286e-13       0.000000000000e+00       7.815042340246e-19       1.433791036454e-24       7.814922898882e-19       2.837837300032e-17      -3.038654462178e-18       3.141702746250e-17       9.806798731806e-19       1.316773306178e-19       8.488600659424e-19       5.679849916027e-14      -5.461022396561e-14       1.317194146678e-14       1.218038922306e-14      -1.266617661123e-14 
   59       2.164579046732e-10       2.670062730788e-14      -2.145666657311e-13       0.000000000000e+00       7.128583312563e-19       1.369228365957e-24       7.128479129042e-19       2.692369911235e-17      -3.163818493116e-18       3.008751760547e-17       1.024473921520e-18       1.338347081309e-19       8.905203514332e-19       5.955468615831e-14      -5.725752365085e-14       1.387546543000e-14       1.283085476884e-14      -1.334265335643e-14 
   60       2.194133792258e-10       2.809021342640e-14      -2.558942159940e-13       0.000000000000e+00       6.510858051676e-19       1.309272848430e-24       6.510766925407e-19       2.553836035884e-17      -3.287982840341e-18       2.882634319918e-17       1.018538741378e-18       1.359714757521e-19       8.824093707129e-19       6.237303666901e-14      -5.996310115186e-14       1.459886744157e-14       1.349967502544e-14      -1.403823563591e-14 
   61       2.223971448230e-10       2.951976764553e-14      -2.993112923897e-13       0.000000000000e+00       5.954141170115e-19       1.253520278594e-24       5.954061232961e-19       2.416913776827e-17      -3.411150904292e-18       2.758028867257e-17       9.864634015154e-19       1.380862342103e-19       8.482474913037e-19       6.526035781456e-14      -6.273863118032e-14       1.534193312957e-14       1.418666113241e-14      -1.475272052597e-14 
   62       2.254090857373e-10       3.099010388144e-14      -3.445838561474e-13       0.000000000000e+00       5.451668360062e-19       1.201606367469e-24       5.451598048468e-19       2.285851439625e-17      -3.533318826501e-18       2.639183322275e-17       9.483043259873e-19       1.401776046233e-19       8.080304558172e-19       6.821725809379e-14      -6.558600820477e-14       1.610441887346e-14       1.489160719148e-14      -1.548588041216e-14 
   63       2.284486584160e-10       3.249881048956e-14      -3.914982796012e-13       0.000000000000e+00       4.997505425710e-19       1.153202595150e-24       4.997443392338e-19       2.156645023083e-17      -3.654470452893e-18       2.522092068372e-17       9.155863343408e-19       1.422442385648e-19       7.732257312758e-19       7.123777013388e-14      -6.849666813530e-14       1.688604848980e-14       1.561427572106e-14      -1.623745586245e-14 
   64       2.315164413880e-10       3.404320580683e-14      -4.400230572150e-13       0.000000000000e+00       4.586427284692e-19       1.108012113222e-24       4.586372387009e-19       2.031230369054e-17      -3.774583053096e-18       2.408688674364e-17       8.900651615449e-19       1.442848080842e-19       7.456418173000e-19       7.431609713216e-14      -7.146235360837e-14       1.768650859502e-14       1.635438141058e-14      -1.700714706447e-14 
   65       2.346130223469e-10       3.562217473116e-14      -4.902071971211e-13       0.000000000000e+00       4.213822844733e-19       1.065766608852e-24       4.213774134656e-19       1.919325088476e-17      -3.893645454014e-18       2.308689633878e-17       8.660427532892e-19       1.462980226317e-19       7.197145068039e-19       7.744981711523e-14      -7.448023300138e-14       1.850544835758e-14       1.711158655188e-14      -1.779461209807e-14 
   66       2.377385599363e-10       3.723527703153e-14      -5.420547244469e-13       0.000000000000e+00       3.875626239339e-19       1.026223195857e-24       3.875582874143e-19       1.805096003190e-17      -4.011641949374e-18       2.206260198127e-17       8.351021998403e-19       1.482826220266e-19       6.868370734457e-19       8.063747778644e-14      -7.754911219588e-14       1.934248199218e-14       1.788550880790e-14      -1.859947120824e-14 
   67       2.408936234579e-10       3.888146514115e-14      -5.955354709167e-13       0.000000000000e+00       3.568256955548e-19       9.891615919728e-25       3.568218217812e-19       1.701024687450e-17      -4.128550109496e-18       2.113879698400e-17       7.902846677291e-19       1.502373631182e-19       6.398160014783e-19       8.387625631533e-14      -8.066571215589e-14       2.019719117287e-14       1.867573492697e-14      -1.942131306616e-14 
   68       2.440786256827e-10       4.055915848912e-14      -6.506531307581e-13       0.000000000000e+00       3.288560064813e-19       9.543821836564e-25       3.288525368583e-19       1.610640104162e-17      -4.244357514377e-18       2.035075855599e-17       7.281663814013e-19       1.521610531299e-19       5.758321480196e-19       8.716264224803e-14      -8.382567013766e-14       2.106913134595e-14       1.948183771016e-14      -2.025970465912e-14 
   69       2.472941641597e-10       4.226707284049e-14      -7.074581526686e-13       0.000000000000e+00       3.033749375444e-19       9.217035080469e-25       3.033718216994e-19       1.517370723756e-17      -4.359045352501e-18       1.953275259006e-17       6.510867171390e-19       1.540525188474e-19       4.971863908609e-19       9.049401167336e-14      -8.702607903676e-14       2.195783232871e-14       2.030338225030e-14      -2.111419381734e-14 
   70       2.505406402773e-10       4.400473656815e-14      -7.660148872072e-13       0.000000000000e+00       2.801355942050e-19       8.909605259518e-25       2.801327871241e-19       1.427814057122e-17      -4.472591885948e-18       1.875073245717e-17       5.656412789762e-19       1.559106078372e-19       4.100931173161e-19       9.386944873018e-14      -9.026676069349e-14       2.286279779879e-14       2.113992415659e-14      -2.198430827576e-14 
   71       2.538185997152e-10       4.577239311727e-14      -8.263617820118e-13       0.000000000000e+00       2.589182269997e-19       8.620032556992e-25       2.589156885042e-19       1.336550278140e-17      -4.584985282877e-18       1.795048806427e-17       4.796271647390e-19       1.577342255512e-19       3.224229929356e-19       9.728942829486e-14      -9.354975829022e-14       2.378350624379e-14       2.199100407594e-14      -2.286955440559e-14 
   72       2.571287611726e-10       4.757043214935e-14      -8.884820525177e-13       0.000000000000e+00       2.395263993807e-19       8.346947918905e-25       2.395240955409e-19       1.247799603903e-17      -4.696207879012e-18       1.717420391804e-17       4.005173929494e-19       1.595222893386e-19       2.414257752057e-19       1.007547171899e-13      -9.687760004201e-14       2.471940697055e-14       2.285613622493e-14      -2.376941070784e-14 
