# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 250, i.e. number of multipoles equal to 249
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   12       1.110528164327e-10       2.997860740292e-16       1.090980514991e-13       0.000000000000e+00       2.343026748259e-16       2.029380563468e-16       1.818169205055e-17       1.039141008406e-13       9.996355101149e-14       3.950549829080e-15       1.655006802462e-16       1.438428589185e-16       2.913619849614e-18       8.263793423176e-16      -4.234672568124e-16       1.499458133329e-16       1.075055872983e-16      -6.947461179532e-17 
   13       1.119041712683e-10       2.871115397886e-16       1.143924390918e-13       0.000000000000e+00       2.273457339529e-16       1.969895081325e-16       2.163855870001e-17       9.878550134635e-14       9.514060703684e-14       3.644894309507e-15       1.718253816972e-16       1.635293235709e-16       1.064693742274e-17       9.420339605138e-16      -3.711652100703e-16       1.783279168601e-16       8.851400373226e-17      -5.787852098845e-17 
   14       1.129531481772e-10       2.986927922534e-16       1.217983495356e-13       0.000000000000e+00       2.252060039740e-16       1.912537259125e-16       2.814159905619e-17       9.439669933513e-14       9.049974635425e-14       3.896952980876e-15       1.879688456184e-16       1.839223882355e-16       1.829328373953e-17       1.098293818341e-15      -3.337258933151e-16       2.180285904445e-16       7.772000955794e-17      -5.157863419855e-17 
   15       1.141638479924e-10       3.227696385110e-16       1.300135270028e-13       0.000000000000e+00       2.243805297182e-16       1.857280953546e-16       3.474216275828e-17       9.042096939959e-14       8.602951130446e-14       4.391458095133e-15       2.059903386038e-16       2.049581635566e-16       2.069583578111e-17       1.284067036877e-15      -2.885742717965e-16       2.664300459957e-16       6.614456787723e-17      -4.489455317560e-17 
   16       1.155099886301e-10       3.568297437387e-16       1.383637772252e-13       0.000000000000e+00       2.219952016769e-16       1.804080656905e-16       3.892859726210e-17       8.657098201117e-14       8.171955519581e-14       4.851426815363e-15       2.222108350915e-16       2.265777023957e-16       1.640655886824e-17       1.503028497550e-15      -2.366207826465e-16       3.236986253445e-16       5.166387784101e-17      -3.649239287420e-17 
   17       1.169705570305e-10       4.063843413250e-16       1.466848457719e-13       0.000000000000e+00       2.166580706672e-16       1.752882756203e-16       3.954368195618e-17       8.264696261689e-14       7.756070418846e-14       5.086258428423e-15       2.372097284669e-16       2.487271834855e-16       7.700525026316e-18       1.767350883043e-15      -1.920762483361e-16       3.923474831531e-16       3.792993310248e-17      -2.870038259837e-17 
   18       1.185291620906e-10       4.767762437887e-16       1.551736285298e-13       0.000000000000e+00       2.084692802878e-16       1.703629529479e-16       3.684222772184e-17       7.855956329007e-14       7.354489830727e-14       5.014664982794e-15       2.535988097918e-16       2.713576650064e-16      -1.554904433475e-18       2.085523657668e-15      -1.634557102800e-16       4.748637617847e-16       2.847712138728e-17      -2.377245285099e-17 
   19       1.201724140185e-10       5.687040806791e-16       1.640979945959e-13       0.000000000000e+00       1.984873482815e-16       1.656260390188e-16       3.198526733581e-17       7.432341227348e-14       6.966487540640e-14       4.658536867083e-15       2.737069441304e-16       2.944248403334e-16      -8.110246116706e-18       2.458391055710e-15      -1.474284936291e-16       5.724395001748e-16       2.357120166513e-17      -2.189048321565e-17 
   20       1.218897585702e-10       6.800529582602e-16       1.735816555993e-13       0.000000000000e+00       1.880580836191e-16       1.610712585222e-16       2.638527825431e-17       7.002643509269e-14       6.591400095795e-14       4.112434134733e-15       2.983651868779e-16       3.178883389643e-16      -1.050004517425e-17       2.884291295621e-15      -1.368095618825e-16       6.854502530351e-16       2.141031397861e-17      -2.192568112311e-17 
   21       1.236727727401e-10       8.093893302663e-16       1.835667946865e-13       0.000000000000e+00       1.783041944206e-16       1.566921838799e-16       2.120813935711e-17       6.578787267399e-14       6.228606732996e-14       3.501805344027e-15       3.268227249466e-16       3.417112170719e-16      -9.081728146544e-18       3.364338851869e-15      -1.285577708011e-16       8.144078592357e-16       2.050616256206e-17      -2.294817738896e-17 
   22       1.255146722836e-10       9.569593324786e-16       1.938499763362e-13       0.000000000000e+00       1.698849310603e-16       1.524823065468e-16       1.714241269266e-17       6.171796157356e-14       5.877522564335e-14       2.942735930210e-15       3.573754609756e-16       3.658597700729e-16      -5.343054173345e-18       3.902047701314e-15      -1.234859140266e-16       9.602518697203e-16       2.041292665723e-17      -2.468913004912e-17 
   23       1.274103708112e-10       1.123321987742e-15       2.041385377304e-13       0.000000000000e+00       1.629890029852e-16       1.484351049381e-16       1.439826076696e-17       5.789049961061e-14       5.537581639077e-14       2.514683219842e-15       3.882122558683e-16       3.903028479407e-16      -9.912556580971e-19       4.500713601500e-15      -1.219056233303e-16       1.124004863507e-15       2.088292900559e-17      -2.700536013817e-17 
   24       1.293552386770e-10       1.308214163799e-15       2.140694810303e-13       0.000000000000e+00       1.574625823290e-16       1.445440975202e-16       1.283807815268e-17       5.433313716808e-14       5.208245136658e-14       2.250685801495e-15       4.180197900231e-16       4.150116129830e-16       2.701239477918e-18       5.160713700983e-15      -1.202752291807e-16       1.306490366804e-15       2.117369987258e-17      -2.943999249548e-17 
   25       1.313462167886e-10       1.511415940426e-15       2.232364717144e-13       0.000000000000e+00       1.529746089513e-16       1.408028890900e-16       1.214392365288e-17       5.103337359886e-14       4.888991664829e-14       2.143456950575e-15       4.462145424529e-16       4.399594780588e-16       5.111907612235e-18       5.883449574638e-15      -1.163499735470e-16       1.508479066892e-15       2.041305012546e-17      -3.145390238543e-17 
   26       1.333802620903e-10       1.733779767882e-15       2.314246839258e-13       0.000000000000e+00       1.491570219486e-16       1.372052107181e-16       1.195956391760e-17       4.795111656943e-14       4.579308278789e-14       2.158033781542e-15       4.728387459938e-16       4.651215467693e-16       6.193378036478e-18       6.672936951168e-15      -1.114143355283e-16       1.730981855155e-15       1.834433781929e-17      -3.289812755649e-17 
   27       1.354543699104e-10       1.977014006145e-15       2.385570851684e-13       0.000000000000e+00       1.456960546468e-16       1.337449468782e-16       1.198141312044e-17       4.503378104238e-14       4.278716711322e-14       2.246613929158e-15       4.982729960918e-16       4.904746423031e-16       6.252467958407e-18       7.531703698212e-15      -1.059760363455e-16       1.975319981086e-15       1.550517649652e-17      -3.412714703137e-17 
   28       1.375666816505e-10       2.243467147732e-15       2.445718609350e-13       0.000000000000e+00       1.423717800797e-16       1.304161570981e-16       1.199853929982e-17       4.223064100960e-14       3.986743613799e-14       2.363204871607e-15       5.230223992826e-16       5.159971980787e-16       5.697536739279e-18       8.464845459179e-15      -1.033595033169e-16       2.242932099754e-15       1.274456442018e-17      -3.569275931473e-17 
   29       1.397141412104e-10       2.535120174284e-15       2.495870909473e-13       0.000000000000e+00       1.390595397230e-16       1.272130917627e-16       1.189473790280e-17       3.950031615882e-14       3.702938036604e-14       2.470935792777e-15       5.475656066427e-16       5.416684283343e-16       4.916961259645e-18       9.476390963443e-15      -1.055992115968e-16       2.535116393007e-15       1.060780966496e-17      -3.795399889552e-17 
   30       1.418948373584e-10       2.852973239601e-15       2.537213461471e-13       0.000000000000e+00       1.357102960326e-16       1.241302013534e-16       1.162859953711e-17       3.681406004672e-14       3.426881944028e-14       2.545240606442e-15       5.723062923530e-16       5.674685472724e-16       4.263534959647e-18       1.056711185791e-14      -1.109714093876e-16       2.852947859986e-15       9.138350598870e-18      -4.095145452261e-17 
   31       1.441071325565e-10       3.197840793025e-15       2.570386672300e-13       0.000000000000e+00       1.323217799736e-16       1.211621411353e-16       1.120491739508e-17       3.415543239537e-14       3.158159701794e-14       2.573835377438e-15       5.975512997179e-16       5.933792381404e-16       3.994302906617e-18       1.174018486288e-14      -1.198690194678e-16       3.197398126150e-15       8.155233973752e-18      -4.458329000597e-17 
   32       1.463486566791e-10       3.570253511085e-15       2.595629937551e-13       0.000000000000e+00       1.289110697005e-16       1.183037758086e-16       1.064725340670e-17       3.151767849498e-14       2.896395231305e-14       2.553726181930e-15       6.233803372282e-16       6.193827724739e-16       4.184935090294e-18       1.299584763945e-14      -1.301344823232e-16       3.569443477117e-15       7.545301344867e-18      -4.879037172326e-17 
   33       1.486189891849e-10       3.971108091694e-15       2.610717715223e-13       0.000000000000e+00       1.254952432942e-16       1.155501822249e-16       9.978701762420e-18       2.890076282313e-14       2.641232279243e-14       2.488440030705e-15       6.496789612988e-16       6.454616867820e-16       4.715035118550e-18       1.433573834097e-14      -1.414910153893e-16       3.970050608622e-15       7.259355015486e-18      -5.355368104392e-17 
   34       1.509171054378e-10       4.402217161103e-15       2.614294347636e-13       0.000000000000e+00       1.220837859672e-16       1.128966436499e-16       9.214326843798e-18       2.630793616435e-14       2.392318323954e-14       2.384752924809e-15       6.762334215513e-16       6.715997293659e-16       5.314165839352e-18       1.576676272692e-14      -1.591965609722e-16       4.400135686020e-15       7.181390279982e-18      -5.881155212089e-17 
   35       1.532414528564e-10       4.864516680052e-15       2.607048338597e-13       0.000000000000e+00       1.186816028800e-16       1.103386449910e-16       8.364030931994e-18       2.374420578231e-14       2.149344219664e-14       2.250763585662e-15       7.027004420586e-16       6.977815740683e-16       5.645511984059e-18       1.729033944734e-14      -1.828339342284e-16       4.860570575387e-15       7.130677367422e-18      -6.446105838566e-17 
   36       1.555921875565e-10       5.357749112069e-15       2.587919643347e-13       0.000000000000e+00       1.152969776188e-16       1.078718730372e-16       7.440788421182e-18       2.121497349747e-14       1.912014936604e-14       2.094824131424e-15       7.287330084143e-16       7.239914811216e-16       5.443499454621e-18       1.890443693226e-14      -2.079003782698e-16       5.352212125362e-15       6.992565836805e-18      -7.044065394438e-17 
   37       1.579684665319e-10       5.881955790331e-15       2.554401894664e-13       0.000000000000e+00       1.119490068647e-16       1.054922123163e-16       6.467972004773e-18       1.872492694125e-14       1.680056368908e-14       1.924363252169e-15       7.541942238639e-16       7.502136157967e-16       4.643082329181e-18       2.060820647107e-14      -2.316319637178e-16       5.875914437720e-15       6.776277470873e-18      -7.676667853627e-17 
   38       1.603702248523e-10       6.438742052475e-15       2.504120652711e-13       0.000000000000e+00       1.086693380593e-16       1.031957326029e-16       5.481220091017e-18       1.627846133509e-14       1.453217772031e-14       1.746283614783e-15       7.792342368552e-16       7.764335883845e-16       3.392562663459e-18       2.240443692387e-14      -2.561428847761e-16       6.432521264515e-15       6.535926807644e-18      -8.348358314900e-17 
   39       1.627975832132e-10       7.030763852034e-15       2.437557862476e-13       0.000000000000e+00       1.054976416659e-16       1.009786798529e-16       4.523983264237e-18       1.387924286819e-14       1.231245703059e-14       1.566785837600e-15       8.041775336757e-16       8.026383128736e-16       1.959937415864e-18       2.430183060345e-14      -2.891726246861e-16       7.022853640218e-15       6.303094176078e-18      -9.062136372632e-17 
   40       1.652488410199e-10       7.658068715525e-15       2.358519429101e-13       0.000000000000e+00       1.024735530004e-16       9.883747894482e-17       3.639241691299e-18       1.153068916550e-14       1.013919080626e-14       1.391498359240e-15       8.292433965589e-16       8.288141021608e-16       6.273766272612e-19       2.629898843078e-14      -3.276439719421e-16       7.647679810790e-15       6.082093670889e-18      -9.819221352367e-17 
   41       1.677238946338e-10       8.318580468716e-15       2.266926484754e-13       0.000000000000e+00       9.962794737031e-17       9.676872922956e-17       2.861183832196e-18       9.236425582336e-15       8.010481974191e-15       1.225943608145e-15       8.544968750724e-16       8.549458597139e-16      -3.896050251512e-19       2.838525032238e-14      -3.595347011339e-16       8.307674956843e-15       5.833720632531e-18      -1.061798027768e-16 
   42       1.702234434653e-10       9.013701687546e-15       2.159028625062e-13       0.000000000000e+00       9.697780775875e-17       9.476919046215e-17       2.209897385222e-18       6.998775021967e-15       5.924308728327e-15       1.074466293641e-15       8.800476997342e-16       8.810185778977e-16      -9.975716217547e-19       3.056552926108e-14      -3.890235637760e-16       9.003434776193e-15       5.487188959621e-18      -1.145469552453e-16 
   43       1.727468400202e-10       9.746708017529e-15       2.036045675321e-13       0.000000000000e+00       9.452519682465e-17       9.283577364273e-17       1.690257604089e-18       4.819303115920e-15       3.878723465199e-15       9.405796507212e-16       9.059587108450e-16       9.070193142454e-16      -1.226389819919e-18       3.285059788773e-14      -4.265255384311e-16       9.735551470606e-15       5.025419363968e-18      -1.232902348256e-16 
   44       1.752929953960e-10       1.051705444762e-14       1.901322401966e-13       0.000000000000e+00       9.225926331036e-17       9.096553253323e-17       1.294355190911e-18       2.698892352217e-15       1.872163523223e-15       8.267288289932e-16       9.320608703246e-16       9.329372167456e-16      -1.176593516122e-18       3.523464953628e-14      -4.657623857951e-16       1.050465249270e-14       4.527498286595e-18      -1.324671316526e-16 
   45       1.778628130821e-10       1.132308181899e-14       1.752833201922e-13       0.000000000000e+00       9.016095236072e-17       8.915566129817e-17       1.005802046807e-18       6.363419234202e-16      -9.686500485575e-17       7.332069282759e-16       9.581354586517e-16       9.587617510480e-16      -9.669345857546e-19       3.771044009455e-14      -4.986585258341e-16       1.131135101850e-14       4.101071448711e-18      -1.421529243852e-16 
   46       1.804567592918e-10       1.216651494809e-14       1.587010561393e-13       0.000000000000e+00       8.820732224436e-17       8.740349335833e-17       8.042146901203e-19      -1.370574249434e-15      -2.029926770784e-15       6.593525213499e-16       9.841037406259e-16       9.844809742587e-16      -7.100449616154e-19       4.028376795653e-14      -5.305763280638e-16       1.215617692579e-14       3.812936911331e-18      -1.523961693830e-16 
   47       1.830747205665e-10       1.304980319553e-14       1.403905400537e-13       0.000000000000e+00       8.637490920212e-17       8.570649509604e-17       6.687779663042e-19      -3.325275448675e-15      -3.928434257070e-15       6.031588083942e-16       1.009932206573e-15       1.010081036967e-15      -4.947160839114e-19       4.296038382382e-14      -5.675226731083e-16       1.303954970963e-14       3.688830580535e-18      -1.632182315820e-16 
   48       1.857167585293e-10       1.397281355148e-14       1.204772378757e-13       0.000000000000e+00       8.464248339266e-17       8.406225938890e-17       5.805333738407e-19      -5.232424868419e-15      -5.793634221524e-15       5.612093531046e-16       1.035547009026e-15       1.035546904247e-15      -3.661886629941e-19       4.573777606148e-14      -6.070805295362e-16       1.396178314176e-14       3.724270958357e-18      -1.746201636765e-16 
   49       1.883830391816e-10       1.493404068371e-14       9.893167051681e-14       0.000000000000e+00       8.299185746970e-17       8.246849386139e-17       5.235456482538e-19      -7.096387480253e-15      -7.626692360171e-15       5.303048799180e-16       1.060885146047e-15       1.060863355773e-15      -3.237089845899e-19       4.861092962744e-14      -6.441400388984e-16       1.492309806005e-14       3.876294482526e-18      -1.865776652004e-16 
   50       1.910740131596e-10       1.593308984298e-14       7.560738309222e-14       0.000000000000e+00       8.140824745229e-17       8.092301553539e-17       4.853037223192e-19      -8.921765847461e-15      -9.428687582003e-15       5.069217345421e-16       1.085950397029e-15       1.086015830125e-15      -3.388777799682e-19       5.157795336371e-14      -6.771426812285e-16       1.592364935866e-14       4.079508193628e-18      -1.990515131968e-16 
   51       1.937903455142e-10       1.697146292095e-14       5.039753560570e-14       0.000000000000e+00       7.988051750823e-17       7.942374841607e-17       4.566826238875e-19      -1.071298418993e-14      -1.120073603752e-14       4.877518475888e-16       1.110812454084e-15       1.110990780355e-15      -3.748465359243e-19       5.464230976574e-14      -7.101364646423e-16       1.696355617873e-14       4.289737055796e-18      -2.120153902864e-16 
   52       1.965320450510e-10       1.805059112563e-14       2.340194526851e-14       0.000000000000e+00       7.840060203426e-17       7.796871463330e-17       4.316538833062e-19      -1.247326304031e-14      -1.294384944157e-14       4.705864012663e-16       1.135536263689e-15       1.135775517703e-15      -3.954498265278e-19       5.780781094727e-14      -7.473780462018e-16       1.804291022764e-14       4.501913192874e-18      -2.254672402129e-16 
   53       1.992988445980e-10       1.916917901156e-14      -5.176231719655e-15       0.000000000000e+00       7.696318061564e-17       7.655603072742e-17       4.068217398615e-19      -1.420527305459e-14      -1.465885757932e-14       4.535845247294e-16       1.160104113444e-15       1.160358028394e-15      -3.715474307943e-19       6.107001027010e-14      -7.850024777438e-16       1.916176385661e-14       4.725830185056e-18      -2.394138694196e-16 
   54       2.020916998703e-10       2.032472582062e-14      -3.538567947158e-14       0.000000000000e+00       7.556517131719e-17       7.518390401735e-17       3.808388712982e-19      -1.591081788824e-14      -1.634658669947e-14       4.357688112284e-16       1.184454478752e-15       1.184726735732e-15      -2.898533742482e-19       6.442065013150e-14      -8.157224169960e-16       2.032011494468e-14       4.960624108179e-18      -2.538547083000e-16 
   55       2.049108308318e-10       2.151800823849e-14      -6.753250529743e-14       0.000000000000e+00       7.420488833743e-17       7.385062822092e-17       3.537704260612e-19      -1.759076101163e-14      -1.800784251779e-14       4.170815061597e-16       1.208593002279e-15       1.208870362912e-15      -1.581760490680e-19       6.786169213026e-14      -8.424110166384e-16       2.151790431241e-14       5.196581455068e-18      -2.687829165244e-16 
   56       2.077570769101e-10       2.275287595536e-14      -1.017303796753e-13       0.000000000000e+00       7.288156507605e-17       7.255458001376e-17       3.264808665528e-19      -1.924574283006e-14      -1.964343249351e-14       3.976896634529e-16       1.232583971020e-15       1.232777834364e-15      -8.031265334347e-22       7.140418485367e-14      -8.767504140895e-16       2.275501786586e-14       5.427994176090e-18      -2.841934957199e-16 
   57       2.106303487264e-10       2.403063082832e-14      -1.377211652099e-13       0.000000000000e+00       7.159482464319e-17       7.129421236030e-17       3.001116095731e-19      -2.087589423127e-14      -2.125407206473e-14       3.781778334566e-16       1.256419882666e-15       1.256438128738e-15       1.531402436300e-19       7.505106417012e-14      -9.226203063312e-16       2.403128222712e-14       5.653829169193e-18      -3.000836566851e-16 
   58       2.135303745754e-10       2.534773736182e-14      -1.752800177670e-13       0.000000000000e+00       7.034420089515e-17       7.006805178886e-17       2.756945597722e-19      -2.248104250636e-14      -2.284031316067e-14       3.592706543032e-16       1.279985895373e-15       1.279840318793e-15       2.805192463824e-19       7.879145722170e-14      -9.707106695101e-16       2.534646118673e-14       5.869383171900e-18      -3.164475262800e-16 
   59       2.164578977705e-10       2.670062696147e-14      -2.145664358361e-13       0.000000000000e+00       6.912898741862e-17       6.887469724939e-17       2.539197579126e-19      -2.406120322402e-14      -2.440265956313e-14       3.414563391142e-16       1.303185755764e-15       1.302973595736e-15       3.694578283462e-19       8.261544658344e-14      -1.012812892740e-15       2.670025489096e-14       6.065412788741e-18      -3.332755901576e-16 
   60       2.194133605446e-10       2.809021289200e-14      -2.558939581742e-13       0.000000000000e+00       6.794814481346e-17       6.771281485003e-17       2.350574263938e-19      -2.561653604900e-14      -2.594164774263e-14       3.251116936327e-16       1.326038627758e-15       1.325827275445e-15       4.194611877471e-19       8.652598933154e-14      -1.053217573411e-15       2.809230414572e-14       6.238246475631e-18      -3.505611066270e-16 
   61       2.223972067868e-10       2.951976726712e-14      -2.993111317371e-13       0.000000000000e+00       6.680030604395e-17       6.658113275548e-17       2.190016012535e-19      -2.714738875640e-14      -2.745778915105e-14       3.104003946443e-16       1.348619298980e-15       1.348390797804e-15       4.387337063616e-19       9.053142974218e-14      -1.101542738612e-15       2.952219504952e-14       6.398933583674e-18      -3.683059188573e-16 
   62       2.254090283213e-10       3.099010381890e-14      -3.445836628257e-13       0.000000000000e+00       6.568389492536e-17       6.547843927889e-17       2.053707079039e-19      -2.865426903333e-14      -2.895152620208e-14       2.972571687486e-16       1.370951310190e-15       1.370653698306e-15       4.401678552824e-19       9.463232829964e-14      -1.160222595268e-15       3.098945561616e-14       6.570405652455e-18      -3.865186275679e-16 
   63       2.284487246892e-10       3.249881047057e-14      -3.914978880785e-13       0.000000000000e+00       6.459721324359e-17       6.440358069400e-17       1.936181267655e-19      -3.013770312246e-14      -3.042318055885e-14       2.854774363874e-16       1.392994579184e-15       1.392605644646e-15       4.366842534238e-19       9.882101620638e-14      -1.223919578920e-15       3.249355054914e-14       6.773827878889e-18      -4.052059411941e-16 
   64       2.315164470776e-10       3.404320546775e-14      -4.400228732704e-13       0.000000000000e+00       6.353854712774e-17       6.335545751489e-17       1.831442400209e-19      -3.159829679158e-14      -3.187302905371e-14       2.747322621209e-16       1.414705652183e-15       1.414236431466e-15       4.369579431279e-19       1.030900215112e-13      -1.287564442815e-15       3.403387534093e-14       7.014386524408e-18      -4.243636629076e-16 
   65       2.346130215038e-10       3.562217477080e-14      -4.902069340626e-13       0.000000000000e+00       6.250631161505e-17       6.233302307457e-17       1.734030453431e-19      -3.303679906020e-14      -3.330141079482e-14       2.646117346161e-16       1.436069244677e-15       1.435536067387e-15       4.430119904114e-19       1.074361015346e-13      -1.350184058887e-15       3.560975849373e-14       7.276132928658e-18      -4.439734747415e-16 
   66       2.377385942006e-10       3.723527752585e-14      -5.420542822157e-13       0.000000000000e+00       6.149912739260e-17       6.133528007752e-17       1.639777494467e-19      -3.445384217715e-14      -3.470861176271e-14       2.547695855671e-16       1.457078234783e-15       1.456494750731e-15       4.506192121389e-19       1.118571950632e-13      -1.412126646724e-15       3.722046245465e-14       7.528476297340e-18      -4.640070332978e-16 
   67       2.408936855528e-10       3.888146492340e-14      -5.955352603276e-13       0.000000000000e+00       6.051578557860e-17       6.036127670576e-17       1.546087267419e-19      -3.584985484977e-14      -3.609490572006e-14       2.450508702936e-16       1.477711565060e-15       1.477102764083e-15       4.521367818490e-19       1.163494992137e-13      -1.472297083038e-15       3.886518614616e-14       7.739831888071e-18      -4.844345861099e-16 
   68       2.440787616810e-10       4.055915806109e-14      -6.506531156965e-13       0.000000000000e+00       5.955521180935e-17       5.941010690846e-17       1.451865506392e-19      -3.722515007516e-14      -3.746052941871e-14       2.353793435540e-16       1.497940639162e-15       1.497350670890e-15       4.402928109135e-19       1.209083671711e-13      -1.528807687891e-15       4.054307824457e-14       7.890852393791e-18      -5.052334584441e-16 
   69       2.472940481351e-10       4.226707298766e-14      -7.074577929917e-13       0.000000000000e+00       5.861655687995e-17       5.848090636130e-17       1.357297854306e-19      -3.858010324504e-14      -3.880570726895e-14       2.256040239082e-16       1.517748304489e-15       1.517229191784e-15       4.112308807384e-19       1.255302409370e-13      -1.580902817784e-15       4.225323380300e-14       7.981185959384e-18      -5.263922626363e-16 
   70       2.505407672758e-10       4.400473634352e-14      -7.660143786106e-13       0.000000000000e+00       5.769916239308e-17       5.757284933145e-17       1.263514290711e-19      -3.991502096229e-14      -4.013069745245e-14       2.156764901622e-16       1.537136943620e-15       1.536729127297e-15       3.657482284299e-19       1.302136896603e-13      -1.629867124086e-15       4.399469353295e-14       8.027927938712e-18      -5.479099153326e-16 
   71       2.538186189934e-10       4.577239303578e-14      -8.263616524758e-13       0.000000000000e+00       5.680236584121e-17       5.668514975450e-17       1.172142805805e-19      -4.122987958509e-14      -4.143572160509e-14       2.058420200056e-16       1.556123477886e-15       1.555841653834e-15       3.086286243769e-19       1.349590384166e-13      -1.678646406642e-15       4.576645164937e-14       8.058066959092e-18      -5.697909826282e-16 
   72       2.571286696259e-10       4.757043279183e-14      -8.884812897807e-13       0.000000000000e+00       5.592555479143e-17       5.581705742952e-17       1.084863327252e-19      -4.252482839108e-14      -4.272104275214e-14       1.962143610523e-16       1.574728705890e-15       1.574558084213e-15       2.467457355488e-19       1.397669762759e-13      -1.730570962561e-15       4.756744432320e-14       8.099237417287e-18      -5.920397206102e-16 
