# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 250, i.e. number of multipoles equal to 249
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   18       1.185291441872e-10       4.767751193017e-16       1.551734980227e-13       0.000000000000e+00       8.998005811778e-20       3.765452267391e-27       8.997551440239e-20      -1.844985395052e-16       7.606077969903e-20      -1.845746002849e-16      -4.979955521325e-20       4.856454542425e-22      -6.472820847428e-20       2.118949163128e-15      -4.288051652487e-16       4.835258632973e-16       1.981420771143e-17      -9.786768737170e-17 
   19       1.201723985609e-10       5.687024972539e-16       1.640977884725e-13       0.000000000000e+00       7.038989924994e-20       3.361706163095e-27       7.038643603644e-20      -1.547787333656e-16       6.601957022921e-20      -1.548447529358e-16      -2.714833483720e-19       5.014869132803e-22      -2.820639468859e-19       2.473330131761e-15      -4.998895309847e-16       5.726146653406e-16       2.339498407439e-17      -1.157311629085e-16 
   20       1.218897271267e-10       6.800512975818e-16       1.735813331748e-13       0.000000000000e+00       5.560099936309e-20       3.003200496273e-27       5.559834874526e-20      -1.310226711755e-16       5.748575376233e-20      -1.310801569292e-16      -2.481295068996e-19       5.175414730712e-22      -2.556634612173e-19       2.882274203177e-15      -5.820331369691e-16       6.791565195581e-16       2.770279398723e-17      -1.371557052955e-16 
   21       1.236727588786e-10       8.093880633755e-16       1.835664932950e-13       0.000000000000e+00       4.431652184148e-20       2.685193438088e-27       4.431448466291e-20      -1.118736827513e-16       5.017433729858e-20      -1.119238570886e-16      -8.677490821710e-20       5.338868616251e-22      -9.218528536315e-20       3.345220596393e-15      -6.750788874162e-16       8.022229696292e-16       3.268971282619e-17      -1.619296025376e-16 
   22       1.255146518910e-10       9.569584562261e-16       1.938497116137e-13       0.000000000000e+00       3.561927479873e-20       2.403320171655e-27       3.561770248530e-20      -9.625732401894e-17       4.385618786447e-20      -9.630118020680e-17       1.059323354348e-19       5.505752232540e-22       1.019927683715e-19       3.866028201197e-15      -7.798151649670e-16       9.422913786046e-16       3.837203630979e-17      -1.901416096301e-16 
   23       1.274103678406e-10       1.123321620347e-15       2.041383041406e-13       0.000000000000e+00       2.885286349815e-20       2.153592962682e-27       2.885164482780e-20      -8.333577862405e-17       3.834919699218e-20      -8.337412782104e-17       2.528899220142e-19       5.676394551256e-22       2.499647982855e-19       4.448076129932e-15      -8.969265463157e-16       1.100108036995e-15       4.477833673875e-17      -2.219379391847e-16 
   24       1.293552084203e-10       1.308214352590e-15       2.140693552363e-13       0.000000000000e+00       2.354219997924e-20       1.932392982166e-27       2.354125139973e-20      -7.249745310291e-17       3.350965095849e-20      -7.253096275386e-17       3.173245027133e-19       5.850980230568e-22       3.151004735292e-19       5.089815999664e-15      -1.026049916212e-15       1.275755773391e-15       5.190685888474e-17      -2.573229547967e-16 
   25       1.313462003833e-10       1.511416265812e-15       2.232364797267e-13       0.000000000000e+00       1.933970060407e-20       1.736455774152e-27       1.933895912641e-20      -6.330447282208e-17       2.922391939672e-20      -6.333369674147e-17       2.991805307953e-19       6.029591851645e-22       2.974484374698e-19       5.791397073719e-15      -1.167182649983e-15       1.469142830589e-15       5.974787022876e-17      -2.962637011139e-16 
   26       1.333802483616e-10       1.733779921137e-15       2.314247290102e-13       0.000000000000e+00       1.598844600867e-20       1.562852087147e-27       1.598786397598e-20      -5.545106043965e-17       2.540115341422e-20      -5.547646159307e-17       2.230227848957e-19       6.212236013221e-22       2.216400688826e-19       6.557423319682e-15      -1.321269951864e-15       1.680995757120e-15       6.832908056017e-17      -3.389022660136e-16 
   27       1.354543581621e-10       1.977014282134e-15       2.385571656139e-13       0.000000000000e+00       1.329667219841e-20       1.408965625093e-27       1.329621341574e-20      -4.873124158385e-17       2.196769271784e-20      -4.875320927657e-17       1.232498066366e-19       6.398859193249e-22       1.221042770458e-19       7.390634463843e-15      -1.488870595540e-15       1.913097414945e-15       7.772653011916e-17      -3.856066875824e-16 
   28       1.375666759638e-10       2.243467505064e-15       2.445720410457e-13       0.000000000000e+00       1.111991686694e-20       1.272468985318e-27       1.111955374574e-20      -4.297669684413e-17       1.886237497063e-20      -4.299555921910e-17       3.133249589657e-20       6.589364257347e-22       3.034056099785e-20       8.297786811894e-15      -1.671392584976e-15       2.167640626425e-15       8.803503769855e-17      -4.368327475078e-16 
   29       1.397141172349e-10       2.535119832023e-15       2.495873556615e-13       0.000000000000e+00       9.348395767230e-21       1.151298877424e-27       9.348107193677e-21      -3.806736703035e-17       1.603358000829e-20      -3.808340061036e-17      -3.213311799042e-20       6.783624369581e-22      -3.303311533253e-20       9.283899197912e-15      -1.869875480192e-15       2.446393296070e-15       9.933008899000e-17      -4.929455970365e-16 
   30       1.418948376421e-10       2.852972038700e-15       2.537215436138e-13       0.000000000000e+00       7.897990505549e-21       1.043631447266e-27       7.897760257707e-21      -3.387575676544e-17       1.343732852729e-20      -3.388919409397e-17      -6.014750374816e-20       6.981492365875e-22      -6.099487563379e-20       1.034879452987e-14      -2.084258612371e-15       2.750429889086e-15       1.116555770125e-16      -5.541623824344e-16 
   31       1.441071290353e-10       3.197839318754e-15       2.570387750117e-13       0.000000000000e+00       6.703748070899e-21       9.478583609683e-28       6.703563640589e-21      -3.028561165223e-17       1.103582906569e-20      -3.029664748129e-17      -5.755295083648e-20       7.182801044521e-22      -5.836399586532e-20       1.149578230139e-14      -2.315213744953e-15       3.080511511014e-15       1.250411353626e-16      -6.206334087712e-16 
   32       1.463486436418e-10       3.570251837031e-15       2.595630846791e-13       0.000000000000e+00       5.715147421912e-21       8.625640826884e-28       5.714999122170e-21      -2.719945142121e-17       8.797142162391e-21      -2.720824856337e-17      -3.632623784429e-20       7.387358019457e-22      -3.711918959100e-20       1.272392301243e-14      -2.562520401221e-15       3.437468446684e-15       1.395196717076e-16      -6.925240410177e-16 
   33       1.486189926908e-10       3.971106277759e-15       2.610717525314e-13       0.000000000000e+00       4.892622834183e-21       7.865046331240e-28       4.892503138850e-21      -2.451239973378e-17       6.694377335085e-21      -2.451909411111e-17      -1.021540174779e-20       7.594957402489e-22      -1.100349980756e-20       1.403466304936e-14      -2.826465635655e-15       3.822182772550e-15       1.551266354025e-16      -7.700111368782e-16 
   34       1.509170858528e-10       4.402216080896e-15       2.614293468492e-13       0.000000000000e+00       4.204985407263e-21       7.185880131064e-28       4.204888444996e-21      -2.215667996736e-17       4.705154345771e-21      -2.216138512171e-17       9.558323526717e-21       7.805402807241e-22       8.765875033036e-21       1.543757236545e-14      -3.109051850705e-15       4.235424157754e-15       1.718924545444e-16      -8.532478029871e-16 
   35       1.532414815807e-10       4.864516953403e-15       2.607047685124e-13       0.000000000000e+00       3.627495603565e-21       6.578563522416e-28       3.627416774297e-21      -2.006944937603e-17       2.811452282206e-21      -2.007226082831e-17       1.678653086105e-20       8.018503940350e-22       1.597598425357e-20       1.693380484390e-14      -3.410505181112e-15       4.677857973646e-15       1.898428796844e-16      -9.423650637553e-16 
   36       1.555921740993e-10       5.357749944037e-15       2.587920339729e-13       0.000000000000e+00       3.140413115567e-21       6.034698159654e-28       3.140348804082e-21      -1.820347897770e-17       9.986783503499e-22      -1.820447765605e-17       1.081639375209e-20       8.234048325231e-22       9.981486672908e-21       1.851894412515e-14      -3.729871325272e-15       5.150198268414e-15       2.090060918097e-16      -1.037504845346e-15 
   37       1.579684675943e-10       5.881955957269e-15       2.554403503461e-13       0.000000000000e+00       2.727897523989e-21       5.546921714050e-28       2.727844877252e-21      -1.653446491120e-17      -7.449247273204e-22      -1.653371998648e-17      -4.612116311799e-21       8.451789575267e-22      -5.473558707493e-21       2.019066613057e-14      -4.066642374951e-15       5.653274590358e-15       2.294158116056e-16      -1.138834394316e-15 
   38       1.603702344116e-10       6.438741569669e-15       2.504121549151e-13       0.000000000000e+00       2.377169135533e-21       5.108779313786e-28       2.377125895283e-21      -1.503730066556e-17      -2.428872275085e-21      -1.503487179329e-17      -2.358738488097e-20       8.671469049491e-22      -2.447255466537e-20       2.195283817058e-14      -4.421627397804e-15       6.187949521957e-15       2.511074092935e-16      -1.246528355950e-15 
   39       1.627975681750e-10       7.030763299640e-15       2.437558703091e-13       0.000000000000e+00       2.077864154983e-21       4.714609691218e-28       2.077828526449e-21      -1.370127782121e-17      -4.061170594943e-21      -1.369721665062e-17      -4.028144295232e-20       8.892843005947e-22      -4.118443688023e-20       2.381811444996e-14      -4.797485552222e-15       6.755042135650e-15       2.741143345011e-16      -1.360752237502e-15 
   40       1.652488819094e-10       7.658068167829e-15       2.358519905628e-13       0.000000000000e+00       1.821536510354e-21       4.359444943164e-28       1.821507061173e-21      -1.251119387487e-17      -5.648482939637e-21      -1.250554539193e-17      -5.058743470871e-20       9.115693115710e-22      -5.150926057587e-20       2.578347041705e-14      -5.193563389541e-15       7.355294913049e-15       2.984667415629e-16      -1.481655666520e-15 
   41       1.677238632847e-10       8.318579536243e-15       2.266927432656e-13       0.000000000000e+00       1.601271100900e-21       4.038922587609e-28       1.601246684272e-21      -1.145021692625e-17      -7.196403256397e-21      -1.144302052299e-17      -5.294548884749e-20       9.339824641999e-22      -5.388809508217e-20       2.783202371880e-14      -5.606288577955e-15       7.989319296248e-15       3.241891683462e-16      -1.609361153589e-15 
   42       1.702234769645e-10       9.013700380425e-15       2.159029276745e-13       0.000000000000e+00       1.411381151165e-21       3.749208480375e-28       1.411360846577e-21      -1.050380399406e-17      -8.710093395492e-21      -1.049509390066e-17      -4.825325388325e-20       9.565063330773e-22      -4.921420549899e-20       2.997082011926e-14      -6.037139829415e-15       8.657620152672e-15       3.513016109906e-16      -1.743969218006e-15 
   43       1.727468211597e-10       9.746706894549e-15       2.036045806157e-13       0.000000000000e+00       1.247170327426e-21       3.486929699004e-28       1.247153393939e-21      -9.654866484965e-18      -1.019413281715e-20      -9.644672352147e-18      -3.903269483364e-20       9.791250316984e-22      -4.000757547727e-20       3.221598127845e-14      -6.489513025268e-15       9.360750332889e-15       3.798263824129e-16      -1.885590935154e-15 
   44       1.752930141107e-10       1.051705371850e-14       1.901322518043e-13       0.000000000000e+00       1.104745067794e-21       3.249115872282e-28       1.104730904855e-21      -8.892173607522e-18      -1.165226058691e-20      -8.880521346936e-18      -2.832625231600e-20       1.001822719979e-21      -2.931928509662e-20       3.455845596328e-14      -6.961495333896e-15       1.009938827163e-14       4.097915534774e-16      -2.034364272294e-15 
   45       1.778628303105e-10       1.132308139454e-14       1.752832189770e-13       0.000000000000e+00       9.808648287692e-22       3.033148272981e-28       9.808529488878e-22      -8.198590179956e-18      -1.308769662412e-20      -8.185502483332e-18      -1.878499899145e-20       1.024581904056e-21      -1.980451385891e-20       3.698682667109e-14      -7.450671583528e-15       1.087422603075e-14       4.412259448144e-16      -2.190430415687e-15 
   46       1.804567404320e-10       1.216651506200e-14       1.587010342608e-13       0.000000000000e+00       8.728220537940e-22       2.836715486122e-28       8.728120617353e-22      -7.562352420827e-18      -1.450321538195e-20      -7.547849205445e-18      -1.207625617825e-20       1.047382578666e-21      -1.311998226098e-20       3.950963564376e-14      -7.958838861355e-15       1.168583645281e-14       4.741532585672e-16      -2.353905859859e-15 
   47       1.830747528923e-10       1.304980431601e-14       1.403905025461e-13       0.000000000000e+00       7.783463053640e-22       2.657774817667e-28       7.783378788127e-22      -6.978454958222e-18      -1.590101600829e-20      -6.962553942214e-18      -8.614870851834e-21       1.070202796327e-21      -9.681198121163e-21       4.213573556033e-14      -8.487866089878e-15       1.253464736892e-14       5.085910303903e-16      -2.524877208648e-15 
   48       1.857167485416e-10       1.397281501318e-14       1.204773114085e-13       0.000000000000e+00       6.955270361045e-22       2.494518900579e-28       6.955199106032e-22      -6.441804496727e-18      -1.728273713157e-20      -6.424521759596e-18      -7.732041523468e-21       1.093019978273e-21      -8.823356769103e-21       4.486136489631e-14      -9.036961087221e-15       1.342095596209e-14       5.445512869454e-16      -2.703404248353e-15 
   49       1.883830293895e-10       1.493404126639e-14       9.893196487676e-14       0.000000000000e+00       6.227508247350e-22       2.345346361810e-28       6.227447834394e-22      -5.949391538746e-18      -1.864959214191e-20      -5.930741946604e-18      -8.162343819679e-21       1.115812098718e-21      -9.280703304572e-21       4.767887909364e-14      -9.604511094349e-15       1.434493346041e-14       5.820406793874e-16      -2.889520755965e-15 
   50       1.910740690007e-10       1.593308935504e-14       7.560760799578e-14       0.000000000000e+00       5.586508802895e-22       2.208836677508e-28       5.586457453392e-22      -5.497246949730e-18      -2.000253096670e-20      -5.477244418763e-18      -8.589324476456e-21       1.138558485689e-21      -9.731871492635e-21       5.058559756881e-14      -1.018995403003e-14       1.530666641989e-14       6.210622689271e-16      -3.083243081010e-15 
   51       1.937903686333e-10       1.697146196413e-14       5.039770588048e-14       0.000000000000e+00       5.020664824440e-22       2.083728074466e-28       5.020621070342e-22      -5.086676536578e-18      -2.134233287819e-20      -5.065334203700e-18      -8.031039041392e-21       1.161239988177e-21      -9.193130951855e-21       5.358708262276e-14      -1.079446817601e-14       1.630622702973e-14       6.616186800740e-16      -3.284585031240e-15 
   52       1.965320396106e-10       1.805059040990e-14       2.340215357767e-14       0.000000000000e+00       4.520095085929e-22       1.968898331424e-28       4.520057709524e-22      -4.713795965389e-18      -2.266963408912e-20      -4.691126331300e-18      -6.024387129839e-21       1.183838710021e-21      -7.209074927772e-21       5.668934705821e-14      -1.141932547334e-14       1.734369870574e-14       7.037132623281e-16      -3.493563324770e-15 
   53       1.992989103992e-10       1.916917886167e-14      -5.176139075113e-15       0.000000000000e+00       4.076361855495e-22       1.863348154322e-28       4.076329844929e-22      -4.374473396460e-18      -2.398492550997e-20      -4.350488470950e-18      -2.670251181680e-21       1.206337724009e-21      -3.877384872146e-21       5.988597079815e-14      -1.206317769916e-14       1.841914108635e-14       7.473485028994e-16      -3.710190136978e-15 
   54       2.020916742051e-10       2.032472604718e-14      -3.538558900696e-14       0.000000000000e+00       3.682233824283e-22       1.766186405222e-28       3.682206342236e-22      -4.067037157257e-18      -2.528861654623e-20      -4.041748540711e-18       1.496013363744e-21       1.228720749761e-21       2.680358730603e-22       6.316497303997e-14      -1.272350779610e-14       1.953255113082e-14       7.925242724787e-16      -3.934464841075e-15 
   55       2.049109121033e-10       2.151800842072e-14      -6.753230197076e-14       0.000000000000e+00       3.331492706747e-22       1.676617557050e-28       3.331469055315e-22      -3.786603898896e-18      -2.658119027808e-20      -3.760022708618e-18       5.733546057444e-21       1.250972008405e-21       4.486578124436e-21       6.652981545767e-14      -1.340105417648e-14       2.068386285153e-14       8.392378268268e-16      -4.166373984173e-15 
   56       2.077571300752e-10       2.275287580130e-14      -1.017302536573e-13       0.000000000000e+00       3.018779145895e-22       1.593930400130e-28       3.018758739342e-22      -3.531405977364e-18      -2.786307604407e-20      -3.503542901320e-18       9.361147570733e-21       1.273076157504e-21       8.094756150831e-21       6.999757209110e-14      -1.409942278636e-14       2.187296134291e-14       8.874844645638e-16      -4.405894326447e-15 
   57       2.106303943453e-10       2.403063018489e-14      -1.377211046517e-13       0.000000000000e+00       2.739466185411e-22       1.517488297475e-28       2.739448530943e-22      -3.297445213679e-18      -2.913461815883e-20      -3.268310595520e-18       1.195427745334e-20       1.295018020719e-21       1.066288363684e-20       7.357319839182e-14      -1.481966732331e-14       2.309967861941e-14       9.372573629305e-16      -4.652992013939e-15 
   58       2.135303975837e-10       2.534773657107e-14      -1.752799315867e-13       0.000000000000e+00       2.489550410805e-22       1.446720678128e-28       2.489535096107e-22      -3.081829822297e-18      -3.039599669268e-20      -3.051433825605e-18       1.340087543929e-20       1.316782748058e-21       1.208458164078e-20       7.724107680023e-14      -1.555850945921e-14       2.436378317320e-14       9.885470966022e-16      -4.907620336686e-15 
   59       2.164579082296e-10       2.670062681944e-14      -2.145662385112e-13       0.000000000000e+00       2.265560040840e-22       1.381115476302e-28       2.265546725799e-22      -2.882447478791e-18      -3.164728005801e-20      -2.850800198733e-18       1.386586568876e-20       1.338355766681e-21       1.252719550856e-20       8.098711603069e-14      -1.631299401524e-14       2.566497859049e-14       1.041341575543e-15      -5.169719435546e-15 
   60       2.194134976120e-10       2.809021307685e-14      -2.558939583538e-13       0.000000000000e+00       2.064478859397e-22       1.320212652260e-28       2.064467253168e-22      -2.699517959069e-18      -3.288860551669e-20      -2.666629353552e-18       1.367263010281e-20       1.359722747881e-21       1.231390696203e-20       8.481651139909e-14      -1.708422890079e-14       2.700291559574e-14       1.095626603357e-15      -5.439218896049e-15 
   61       2.223971947622e-10       2.951976728465e-14      -2.993110568831e-13       0.000000000000e+00       1.883680397608e-22       1.263598270150e-28       1.883670252407e-22      -2.531831459900e-18      -3.411996200023e-20      -2.497711497900e-18       1.317483949974e-20       1.380869697107e-21       1.179279031862e-20       8.874258043035e-14      -1.787503406195e-14       2.837720705910e-14       1.151386549245e-15      -5.716040923162e-15 
   62       2.254090715369e-10       3.099010394730e-14      -3.445833545006e-13       0.000000000000e+00       1.720871144913e-22       1.210899522820e-28       1.720862252909e-22      -2.375357783003e-18      -3.534132674255e-20      -2.340016456260e-18       1.263965643703e-20       1.401782846570e-21       1.123265373180e-20       9.276719968441e-14      -1.868582255209e-14       2.978742194630e-14       1.208604082976e-15      -6.000099075548e-15 
   63       2.284487998660e-10       3.249880983129e-14      -3.914978475933e-13       0.000000000000e+00       1.574044242080e-22       1.161780181082e-28       1.574036426272e-22      -2.231875624077e-18      -3.655255530734e-20      -2.195323068770e-18       1.219595078823e-20       1.422448677786e-21       1.076769991170e-20       9.687999843605e-14      -1.951442969469e-14       3.123306474054e-14       1.267259245908e-15      -6.291293894024e-15 
   64       2.315164536280e-10       3.404320454838e-14      -4.400227979232e-13       0.000000000000e+00       1.441441074796e-22       1.115936603754e-28       1.441434188650e-22      -2.098224405675e-18      -3.775339121227e-20      -2.060471014463e-18       1.184664816195e-20       1.442853892769e-21       1.039664573160e-20       1.010709745783e-13      -2.035876890503e-14       3.271356054679e-14       1.327328748683e-15      -6.589509665294e-15 
   65       2.346130231783e-10       3.562217449010e-14      -4.902065913115e-13       0.000000000000e+00       1.321518032392e-22       1.073094422500e-28       1.321511949007e-22      -1.973504820350e-18      -3.894373606264e-20      -1.934561084287e-18       1.149407262172e-20       1.462985641146e-21       1.002591357609e-20       1.053364498743e-13      -2.121808581361e-14       3.422824899998e-14       1.388785688534e-15      -6.894613109325e-15 
   66       2.377387110887e-10       3.723527706928e-14      -5.420541107232e-13       0.000000000000e+00       1.212917848757e-22       1.033005260126e-28       1.212912459975e-22      -1.858827274353e-18      -4.012342787975e-20      -1.818703846473e-18       1.101917832070e-20       1.482831254301e-21       9.533996103174e-21       1.096745836486e-13      -2.209201505432e-14       3.577639043242e-14       1.451599844272e-15      -7.206454729410e-15 
   67       2.408936887114e-10       3.888146501376e-14      -5.955352618063e-13       0.000000000000e+00       1.114444575644e-22       9.954440470791e-29       1.114439791989e-22      -1.750631861378e-18      -4.129227810882e-20      -1.709339583269e-18       1.033220746733e-20       1.502378321097e-21       8.830599505617e-21       1.140811077202e-13      -2.297968174262e-14       3.735718673615e-14       1.515738616788e-15      -7.524873240939e-15 
   68       2.440786955840e-10       4.055915811115e-14      -6.506525409529e-13       0.000000000000e+00       1.025041628367e-22       9.602067729290e-29       1.025037369570e-22      -1.651086033547e-18      -4.245010547349e-20      -1.608635928073e-18       9.406584400538e-21       1.521614939762e-21       7.891179126395e-21       1.185504571225e-13      -2.387993848515e-14       3.896980055153e-14       1.581167898758e-15      -7.849699656061e-15 
   69       2.472941643506e-10       4.226707171103e-14      -7.074570809199e-13       0.000000000000e+00       9.437733634833e-23       9.271080860340e-29       9.437695586051e-23      -1.559314029837e-18      -4.359673626763e-20      -1.515717293569e-18       8.295261924469e-21       1.540529305713e-21       6.760622478102e-21       1.230787591979e-13      -2.479199493917e-14       4.061336124854e-14       1.647852363883e-15      -8.180758600610e-15 
   70       2.505408307085e-10       4.400473525364e-14      -7.660142779383e-13       0.000000000000e+00       8.698099684003e-23       8.959794848465e-29       8.698065554425e-23      -1.473569019806e-18      -4.473202059954e-20      -1.428836999206e-18       7.088092953749e-21       1.559109963843e-21       5.532355156941e-21       1.276653320728e-13      -2.571573258235e-14       4.228696545259e-14       1.715755477549e-15      -8.517868394305e-15 
   71       2.538187213558e-10       4.577239237984e-14      -8.263617034614e-13       0.000000000000e+00       8.024147830699e-23       8.666677921296e-29       8.024117114675e-23      -1.394121639148e-18      -4.585576030725e-20      -1.348265878841e-18       5.893148292929e-21       1.577345916399e-21       4.316153378330e-21       1.323120735118e-13      -2.665157618295e-14       4.398967061284e-14       1.784839183806e-15      -8.860839629855e-15 
   72       2.571286569280e-10       4.757043188454e-14      -8.884810348337e-13       0.000000000000e+00       7.409335944512e-23       8.390333303819e-29       7.409308231434e-23      -1.318846495175e-18      -4.696777487727e-20      -1.271878720298e-18       4.805665756621e-21       1.595226349428e-21       3.208206587899e-21       1.370214504367e-13      -2.760007062607e-14       4.572047980255e-14       1.855063224969e-15      -9.209471957896e-15 
