# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:aa                     7:aa_reco                8:aa_reio                9:aT                    10:aT_reco               11:aT_reio               12:aE                    13:aE_reco               14:aE_reio               15:TE_rot                16:TB_rot                17:EE_rot                18:BB_rot                19:EB_rot             
   12       1.110528669377e-10       2.997861344246e-16       1.090978924933e-13       0.000000000000e+00       6.264020515144e-13       6.263699636852e-13       8.596167928106e-19       6.543235273363e-12       6.542278476307e-12       9.567970564538e-16       1.015151953853e-14       8.147160879594e-15      -1.213206742099e-18       8.420532491934e-16      -4.077204306726e-16       1.552289314529e-16       1.022225843080e-16      -7.069088924626e-17 
   13       1.119042366407e-10       2.871117213508e-16       1.143922735054e-13       0.000000000000e+00       6.220007918292e-13       6.219807086194e-13       9.998648638889e-19       6.396232957233e-12       6.395266499834e-12       9.664573987696e-16       1.044697222261e-14       9.388965637255e-15       2.089600897303e-18       9.556863587908e-16      -3.553188502089e-16       1.826853648497e-16       8.415665090721e-17      -5.835145180861e-17 
   14       1.129532036970e-10       2.986929271824e-16       1.217981202910e-13       0.000000000000e+00       6.176673876303e-13       6.176544468283e-13       1.166799144230e-18       6.247948328414e-12       6.247077920383e-12       8.704080308983e-16       1.114515095138e-14       1.070280444273e-14       4.534362081710e-18       1.110469699556e-15      -3.171182392784e-16       2.218630773412e-16       7.388548153699e-17      -5.140207320618e-17 
   15       1.141639174029e-10       3.227698594601e-16       1.300132289589e-13       0.000000000000e+00       6.133871741067e-13       6.133784714727e-13       1.333372044735e-18       6.098163779502e-12       6.097447699948e-12       7.160795539199e-16       1.214383874641e-14       1.208616557723e-14       5.203062461747e-18       1.294464447282e-15      -2.710742274149e-16       2.697045598546e-16       6.286993373395e-17      -4.396538098636e-17 
   16       1.155100512049e-10       3.568302900303e-16       1.383635115529e-13       0.000000000000e+00       6.091450207776e-13       6.091388059043e-13       1.500643136260e-18       5.946784920284e-12       5.946205763792e-12       5.791564919612e-16       1.336584392264e-14       1.353647950523e-14       4.020358305636e-18       1.511377744425e-15      -2.180451774992e-16       3.262722929585e-16       4.909013435309e-17      -3.465332703845e-17 
   17       1.169706346518e-10       4.063852776303e-16       1.466846532484e-13       0.000000000000e+00       6.049288035481e-13       6.049241070285e-13       1.612788428454e-18       5.793787135264e-12       5.793268028856e-12       5.191064079223e-16       1.475725999182e-14       1.505118130882e-14       1.782879703653e-18       1.773914227109e-15      -1.718593836354e-16       3.942585685711e-16       3.601895316616e-17      -2.586030010330e-17 
   18       1.185292301053e-10       4.767775506073e-16       1.551735328304e-13       0.000000000000e+00       6.007299576525e-13       6.007262993526e-13       1.589090929668e-18       5.639183864633e-12       5.638628721798e-12       5.551428349529e-16       1.628023462354e-14       1.662772812182e-14      -3.455360456513e-19       2.090881991828e-15      -1.407912888133e-16       4.763239229975e-16       2.701741228741e-17      -1.990372898521e-17 
   19       1.201724941763e-10       5.687056226886e-16       1.640979734417e-13       0.000000000000e+00       5.965427438028e-13       5.965398693209e-13       1.437436672738e-18       5.482996808879e-12       5.482332009488e-12       6.647993914312e-16       1.790548029129e-14       1.826362203404e-14      -1.516722728034e-18       2.462997969968e-15      -1.215650895611e-16       5.736733403074e-16       2.233808996754e-17      -1.696058384184e-17 
   20       1.218898340326e-10       6.800546891350e-16       1.735816636884e-13       0.000000000000e+00       5.923633400228e-13       5.923610658941e-13       1.260702275314e-18       5.325255518920e-12       5.324457150921e-12       7.983679988935e-16       1.961152716793e-14       1.995640312546e-14      -1.584585004116e-18       2.888330073369e-15      -1.071474337759e-16       6.865940839979e-16       2.026727784622e-17      -1.585386829483e-17 
   21       1.236728612039e-10       8.093913383637e-16       1.835668539554e-13       0.000000000000e+00       5.881892023057e-13       5.881873301528e-13       1.142479924354e-18       5.166004858007e-12       5.165102187224e-12       9.026707827979e-16       2.138473853020e-14       2.170363617241e-14      -9.502668220876e-19       3.367877798179e-15      -9.454359862735e-17       8.155254010196e-16       1.938945179007e-17      -1.561194874422e-17 
   22       1.255147447784e-10       9.569617114862e-16       1.938501160315e-13       0.000000000000e+00       5.840185422912e-13       5.840169294692e-13       1.072031565677e-18       5.005322845979e-12       5.004380317489e-12       9.425284904964e-16       2.321683622995e-14       2.350293309279e-14      -1.014107489372e-19       3.905183809275e-15      -8.451767855880e-17       9.613853095879e-16       1.928048755366e-17      -1.594590527228e-17 
   23       1.274104568098e-10       1.123325011186e-15       2.041387918678e-13       0.000000000000e+00       5.798501060855e-13       5.798487139605e-13       9.915404421144e-19       4.843314019305e-12       4.842404103991e-12       9.099153139692e-16       2.510128442873e-14       2.535192200157e-14       6.983439506057e-19       4.503555067569e-15      -7.734472449590e-17       1.125184553571e-15       1.970472677694e-17      -1.669660715583e-17 
   24       1.293553146357e-10       1.308217998771e-15       2.140699150355e-13       0.000000000000e+00       5.756831249001e-13       5.756819409263e-13       8.828058280949e-19       4.680116404974e-12       4.679294817069e-12       8.215879051421e-16       2.703081741730e-14       2.724824440447e-14       1.368190293347e-18       5.163234423646e-15      -6.954590567444e-17       1.307710481874e-15       1.995593709906e-17      -1.738088027072e-17 
   25       1.313463101091e-10       1.511420210536e-15       2.232370802119e-13       0.000000000000e+00       5.715171850243e-13       5.715161676673e-13       7.862536721407e-19       4.515879683355e-12       4.515172114611e-12       7.075687437336e-16       2.900174890430e-14       2.918958736158e-14       1.830259746524e-18       5.885535845015e-15      -5.890435315437e-17       1.509690995620e-15       1.920445996592e-17      -1.743055521133e-17 
   26       1.333803472425e-10       1.733784251721e-15       2.314253476391e-13       0.000000000000e+00       5.673521153589e-13       5.673511925800e-13       7.486559077077e-19       4.350742252672e-12       4.350143943481e-12       5.983091909787e-16       3.101302497039e-14       3.117364686584e-14       1.969291974701e-18       6.674522783221e-15      -4.664324736768e-17       1.732124476638e-15       1.720604142992e-17      -1.668055900770e-17 
   27       1.354544555030e-10       1.977018870015e-15       2.385578189748e-13       0.000000000000e+00       5.631878871284e-13       5.631869881226e-13       7.736119427086e-19       4.184849353131e-12       4.184332205083e-12       5.171480480746e-16       3.306080855964e-14       3.319814087767e-14       1.737071512714e-18       7.532743750084e-15      -3.323883555618e-17       1.976358539364e-15       1.447184426138e-17      -1.548598219761e-17 
   28       1.375667690770e-10       2.243471507588e-15       2.445726784767e-13       0.000000000000e+00       5.590245708853e-13       5.590236472234e-13       8.255790475264e-19       4.018317879865e-12       4.017840579077e-12       4.773007875284e-16       3.514378026201e-14       3.526084306082e-14       1.256489355195e-18       8.465413887897e-15      -2.190378703132e-17       2.243872826937e-15       1.180915862339e-17      -1.440580853813e-17 
   29       1.397142324566e-10       2.535122205568e-15       2.495878486286e-13       0.000000000000e+00       5.548623144876e-13       5.548613614100e-13       8.690057060928e-19       3.851253810405e-12       3.850772054198e-12       4.817562061757e-16       3.726133191117e-14       3.735951858310e-14       7.912155059171e-19       9.476634443537e-15      -1.459546966934e-17       2.535991699229e-15       9.736394189933e-18      -1.380004405371e-17 
   30       1.418949394445e-10       2.852972408136e-15       2.537218251157e-13       0.000000000000e+00       5.507013661207e-13       5.507004120790e-13       8.941455131038e-19       3.683759326606e-12       3.683236286783e-12       5.230398231258e-16       3.941043071884e-14       3.949193655731e-14       5.615647720136e-19       1.056711647930e-14      -9.617823373066e-18       2.853793063127e-15       8.294664320156e-18      -1.369996660811e-17 
   31       1.441072248868e-10       3.197838186396e-15       2.570389146005e-13       0.000000000000e+00       5.465420769128e-13       5.465411351154e-13       9.086671939730e-19       3.515903999974e-12       3.515319483150e-12       5.845168237674e-16       4.158941764866e-14       4.165595061977e-14       5.972833916439e-19       1.174005494248e-14      -7.326650091797e-18       3.198241351642e-15       7.311730823118e-18      -1.398990323412e-17 
   32       1.463487430352e-10       3.570250223527e-15       2.595631624578e-13       0.000000000000e+00       5.423848305080e-13       5.423838976035e-13       9.137422329630e-19       3.347766192707e-12       3.347122456563e-12       6.437361444036e-16       4.379384816615e-14       4.384943280189e-14       7.811644840122e-19       1.299560415348e-14      -5.600406456564e-18       3.570308243394e-15       6.679861902801e-18      -1.459853538329e-17 
   33       1.486190971633e-10       3.971104694993e-15       2.610718500094e-13       0.000000000000e+00       5.382300269498e-13       5.382291224372e-13       8.934736066490e-19       3.179415220872e-12       3.178737356979e-12       6.778638931403e-16       4.602156583881e-14       4.607020548354e-14       9.802553077322e-19       1.433539055371e-14      -4.153080620661e-18       3.970957563493e-15       6.352156434683e-18      -1.549633034310e-17 
   34       1.509171991670e-10       4.402213892269e-15       2.614294438265e-13       0.000000000000e+00       5.340780865599e-13       5.340772608641e-13       8.276577385308e-19       3.010907842720e-12       3.010236842916e-12       6.709998038188e-16       4.827719840253e-14       4.831614322953e-14       1.113801582353e-18       1.576651529173e-14      -8.081239405624e-18       4.401098768662e-15       6.218169044775e-18      -1.660993016259e-17 
   35       1.532415633995e-10       4.864513403417e-15       2.607047817841e-13       0.000000000000e+00       5.299294459014e-13       5.299287437791e-13       7.138270746976e-19       2.842329431180e-12       2.841709118583e-12       6.203125977060e-16       5.055981578608e-14       5.058521977863e-14       1.147195593439e-18       1.729037967444e-14      -1.696177382247e-17       4.861594643609e-15       6.105885617439e-18      -1.782353095710e-17 
   36       1.555922927540e-10       5.357745679303e-15       2.587918558759e-13       0.000000000000e+00       5.257845755866e-13       5.257840155849e-13       5.772988259435e-19       2.673772618380e-12       2.673234698568e-12       5.379198126265e-16       5.286134132600e-14       5.287538771980e-14       1.066839432902e-18       1.890478330083e-14      -2.639391470253e-17       5.353297203116e-15       5.906133406835e-18      -1.906448842065e-17 
   37       1.579685630956e-10       5.881952845441e-15       2.554400100593e-13       0.000000000000e+00       5.216440125720e-13       5.216435788503e-13       4.605844008755e-19       2.505337583039e-12       2.504891183726e-12       4.463993131969e-16       5.517546701334e-14       5.518453876946e-14       8.685840017429e-19       2.060877429322e-14      -3.367387812954e-17       5.877061989220e-15       5.627557081532e-18      -2.034114196845e-17 
   38       1.603703700666e-10       6.438740888872e-15       2.504117794182e-13       0.000000000000e+00       5.175082994064e-13       5.175079314662e-13       4.006457364747e-19       2.337127165344e-12       2.336756228808e-12       3.709365362090e-16       5.750415877943e-14       5.751063576500e-14       5.644547530135e-19       2.240522450559e-14      -4.085134976742e-17       6.433735721379e-15       5.321503411925e-18      -2.169115468859e-17 
   39       1.627976636133e-10       7.030765014135e-15       2.437555123975e-13       0.000000000000e+00       5.133778870830e-13       5.133775096140e-13       4.099660241426e-19       2.169218365645e-12       2.168887587527e-12       3.307781178024e-16       5.985462126262e-14       5.985177785511e-14       1.970825404894e-19       2.430311984026e-14      -5.543807479813e-17       7.024140356443e-15       5.017892306489e-18      -2.313739395463e-17 
   40       1.652489992502e-10       7.658071559801e-15       2.358517011080e-13       0.000000000000e+00       5.092532018812e-13       5.092527643430e-13       4.723604113478e-19       2.001686935316e-12       2.001354395889e-12       3.325394267640e-16       6.222130538582e-14       6.220607999029e-14      -1.604066913851e-19       2.630094542009e-14      -7.442628926624e-17       7.649043785577e-15       4.720719788841e-18      -2.468475856430e-17 
   41       1.677239735141e-10       8.318583722013e-15       2.266924013544e-13       0.000000000000e+00       5.051347037545e-13       5.051341861353e-13       5.534203595915e-19       1.834610002348e-12       1.834241202536e-12       3.687998125614e-16       6.458989232185e-14       6.457154877981e-14      -4.329615305256e-19       2.838758715117e-14      -8.611986963983e-17       8.309118959149e-15       4.392599654189e-18      -2.630943991914e-17 
   42       1.702235917698e-10       9.013704613609e-15       2.159025967710e-13       0.000000000000e+00       5.010228499934e-13       5.010222640393e-13       6.173032470680e-19       1.668023395273e-12       1.667601472210e-12       4.219230627588e-16       6.696282974007e-14       6.694614320262e-14      -5.784219105269e-19       3.056811669564e-14      -9.457356224142e-17       9.004958429262e-15       3.966114407020e-18      -2.796676408688e-17 
   43       1.727469596697e-10       9.746710835792e-15       2.036041704996e-13       0.000000000000e+00       4.969180845736e-13       4.969174725463e-13       6.402213352734e-19       1.501951724310e-12       1.501481430411e-12       4.702938993645e-16       6.934970762571e-14       6.932794415493e-14      -5.969546244957e-19       3.285369948375e-14      -1.099059207757e-16       9.737154170266e-15       3.424934134705e-18      -2.964716711185e-17 
   44       1.752931384275e-10       1.051705763285e-14       1.901317854151e-13       0.000000000000e+00       4.928208258194e-13       4.928202429805e-13       6.154967988159e-19       1.336446445434e-12       1.335951186224e-12       4.952592098180e-16       7.174341786610e-14       7.171521430738e-14      -5.193302127811e-19       3.523829119455e-14      -1.260116238576e-16       1.050633771947e-14       2.844203745645e-18      -3.140406496719e-17 
   45       1.778629317686e-10       1.132308576378e-14       1.752828869946e-13       0.000000000000e+00       4.887314901616e-13       4.887309808936e-13       5.510358266207e-19       1.171562662424e-12       1.171076133076e-12       4.865293483398e-16       7.413332263372e-14       7.410630626802e-14      -3.931133876476e-19       3.771434857904e-14      -1.350341320383e-16       1.131312780957e-14       2.326244508870e-18      -3.330951556873e-17 
   46       1.804568651020e-10       1.216651962358e-14       1.587007652600e-13       0.000000000000e+00       4.846505080643e-13       4.846500890247e-13       4.631066003142e-19       1.007344051355e-12       1.006899898576e-12       4.441527782100e-16       7.652233463397e-14       7.649952478090e-14      -2.658955283905e-19       4.028786495738e-14      -1.421797477787e-16       1.215805745419e-14       1.934535074300e-18      -3.540864071346e-17 
   47       1.830748800174e-10       1.304980858365e-14       1.403903058590e-13       0.000000000000e+00       4.805783260022e-13       4.805779974018e-13       3.700627211266e-19       8.438469372042e-13       8.434695521161e-13       3.773850880937e-16       7.891567270925e-14       7.889306637103e-14      -1.658404813378e-19       4.296481947139e-14      -1.532890021837e-16       1.304154741869e-14       1.693498263999e-18      -3.771940518332e-17 
   48       1.857168366782e-10       1.397281927035e-14       1.204772227807e-13       0.000000000000e+00       4.765154130732e-13       4.765151676061e-13       2.879271623921e-19       6.811403885892e-13       6.808397377024e-13       3.006508867956e-16       8.130970431129e-14       8.128504832782e-14      -9.717359406912e-20       4.574260806686e-14      -1.660132699719e-16       1.396391126813e-14       1.598815546510e-18      -4.023971985149e-17 
   49       1.883832466807e-10       1.493404567144e-14       9.893175124185e-14       0.000000000000e+00       4.724622184129e-13       4.724620314524e-13       2.279510041428e-19       5.192886964817e-13       5.190595840711e-13       2.291124105554e-16       8.369713346897e-14       8.367357043925e-14      -5.491082549366e-20       4.861602126101e-14      -1.753839944184e-16       1.492536763271e-14       1.609577998050e-18      -4.294208155603e-17 
   50       1.910741180668e-10       1.593309378185e-14       7.560737187455e-14       0.000000000000e+00       4.684191641106e-13       4.684190056028e-13       1.954804064222e-19       3.583547514601e-13       3.581796305468e-13       1.751209133185e-16       8.607483832053e-14       8.605678539813e-14      -3.691227751301e-20       5.158311377606e-14      -1.798908595656e-16       1.592606845070e-14       1.663563165415e-18      -4.578415178398e-17 
   51       1.937905128950e-10       1.697146656622e-14       5.039753363671e-14       0.000000000000e+00       4.643866603045e-13       4.643865076860e-13       1.897093539256e-19       1.983818084314e-13       1.982365885814e-13       1.452198500698e-16       8.844546412832e-14       8.843292862291e-14      -3.870980925217e-20       5.464750093795e-14      -1.834765217576e-16       1.696613052373e-14       1.718744951292e-18      -4.873737413400e-17 
   52       1.965321842160e-10       1.805059545373e-14       2.340168615638e-14       0.000000000000e+00       4.603651017358e-13       4.603649336036e-13       2.043844888249e-19       3.940649065837e-14       3.926700285071e-14       1.394878076520e-16       9.081119427925e-14       9.080031648475e-14      -4.449621894261e-20       5.781315532949e-14      -1.902818805965e-16       1.804564543418e-14       1.770297223344e-18      -5.179868839601e-17 
   53       1.992989606687e-10       1.916918374656e-14      -5.176352698830e-15       0.000000000000e+00       4.563548622702e-13       4.563546630293e-13       2.296895425187e-19      -1.185270560808e-13      -1.186800787962e-13       1.530227154028e-16       9.316659068825e-14       9.315733282768e-14      -3.212292968593e-20       6.107548458676e-14      -1.965534777764e-16       1.916466601212e-14       1.827525643051e-18      -5.497463827006e-17 
   54       2.020918358461e-10       2.032472957972e-14      -3.538565437688e-14       0.000000000000e+00       4.523562835962e-13       4.523560524510e-13       2.550647588583e-19      -2.753870693369e-13      -2.755648493631e-13       1.777800262989e-16       9.550353583592e-14       9.550241219639e-14       1.127930605622e-20       6.442595141926e-14      -1.952172811159e-16       2.032318976934e-14       1.889598559077e-18      -5.826464520239e-17 
   55       2.049110008169e-10       2.151801089394e-14      -6.753261541459e-14       0.000000000000e+00       4.483697066819e-13       4.483694555302e-13       2.720362166915e-19      -4.311511023145e-13      -4.313558941313e-13       2.047918168271e-16       9.782301827688e-14       9.783403559884e-14       8.016064524689e-20       6.786663464220e-14      -1.890756034295e-16       2.152115768804e-14       1.947275864488e-18      -6.166219320316e-17 
   56       2.077572204200e-10       2.275287827359e-14      -1.017305660842e-13       0.000000000000e+00       4.443954905922e-13       4.443952371309e-13       2.760482562199e-19      -5.857975403288e-13      -5.860239002638e-13       2.263599350216e-16       1.001335354522e-13       1.001507191014e-13       1.559767568921e-19       7.140901919717e-14      -1.894890844918e-16       2.275845519028e-14       1.995143164017e-18      -6.516323989157e-17 
   57       2.106304678981e-10       2.403063338847e-14      -1.377214297420e-13       0.000000000000e+00       4.404339743362e-13       4.404337323192e-13       2.668310505280e-19      -7.393029157094e-13      -7.395402726173e-13       2.373569079659e-16       1.024367752882e-13       1.024510018781e-13       2.198043309117e-19       7.505618456242e-14      -2.002374402485e-16       2.403490828292e-14       2.032247772671e-18      -6.876664280074e-17 
   58       2.135305653151e-10       2.534774058466e-14      -1.752803451123e-13       0.000000000000e+00       4.364854814704e-13       4.364852563791e-13       2.474787219482e-19      -8.916303518609e-13      -8.918662854673e-13       2.359336064048e-16       1.047231677725e-13       1.047334497613e-13       2.611546059063e-19       7.879691409740e-14      -2.122868638096e-16       2.535028095090e-14       2.054154021208e-18      -7.246869182247e-17 
   59       2.164579754108e-10       2.670063048727e-14      -2.145666900849e-13       0.000000000000e+00       4.325503420732e-13       4.325501376336e-13       2.228445065655e-19      -1.042739343259e-12      -1.042962708812e-12       2.233655530279e-16       1.069839983658e-13       1.069966570857e-13       2.793512438378e-19       8.262097768486e-14      -2.176748270019e-16       2.670427285568e-14       2.052110901817e-18      -7.626253069337e-17 
   60       2.194135788509e-10       2.809021611489e-14      -2.558941684428e-13       0.000000000000e+00       4.286288817506e-13       4.286287007167e-13       1.979508874754e-19      -1.192599796310e-12      -1.192802749074e-12       2.029527644782e-16       1.092210603032e-13       1.092392447344e-13       2.806437656734e-19       8.653149684721e-14      -2.205834225972e-16       2.809652432074e-14       2.022672295535e-18      -8.014478278233e-17 
   61       2.223973394025e-10       2.951977088702e-14      -2.993116265768e-13       0.000000000000e+00       4.247214193822e-13       4.247212562054e-13       1.768676844918e-19      -1.341180471133e-12      -1.341359407593e-12       1.789364599336e-16       1.114408939207e-13       1.114598653642e-13       2.747307871149e-19       9.053717383937e-14      -2.303727940941e-16       2.952662251347e-14       1.976405015924e-18      -8.412155330324e-17 
   62       2.254091981994e-10       3.099010878300e-14      -3.445842846858e-13       0.000000000000e+00       4.208282525774e-13       4.208280996243e-13       1.621443136508e-19      -1.488449078895e-12      -1.488604740085e-12       1.556611901804e-16       1.136444049635e-13       1.136571947664e-13       2.716965856821e-19       9.463867205200e-14      -2.494267628207e-16       3.099409640149e-14       1.935192214162e-18      -8.820656185553e-17 
   63       2.284489004696e-10       3.249881579940e-14      -3.914986030901e-13       0.000000000000e+00       4.169496617332e-13       4.169495172289e-13       1.546595772883e-19      -1.634366108056e-12      -1.634502634019e-12       1.365259635172e-16       1.158260836776e-13       1.158299314995e-13       2.790243981339e-19       9.882810415533e-14      -2.725789501352e-16       3.249841023584e-14       1.919249060923e-18      -9.241220026417e-17 
   64       2.315165651497e-10       3.404321138307e-14      -4.400235372771e-13       0.000000000000e+00       4.130859356532e-13       4.130857943926e-13       1.537409594838e-19      -1.778894284869e-12      -1.779017635956e-12       1.233510875933e-16       1.179805033003e-13       1.179768087894e-13       2.990204733010e-19       1.030978230875e-13      -2.949245050541e-16       3.403896144482e-14       1.933599276420e-18      -9.674023223348e-17 
   65       2.346132376267e-10       3.562218163185e-14      -4.902076048758e-13       0.000000000000e+00       4.092373591176e-13       4.092372111516e-13       1.574843567186e-19      -1.922008365686e-12      -1.922125019975e-12       1.166542886785e-16       1.201057100889e-13       1.200965883906e-13       3.277946013070e-19       1.074445549545e-13      -3.155395726400e-16       3.561507762608e-14       1.963166807903e-18      -1.011784115122e-16 
   66       2.377387301925e-10       3.723528415059e-14      -5.420551433535e-13       0.000000000000e+00       4.054042017022e-13       4.054040432081e-13       1.632476183076e-19      -2.063682770659e-12      -2.063798525162e-12       1.157545036936e-16       1.222011713555e-13       1.221880603687e-13       3.566038674105e-19       1.118662280871e-13      -3.347862194369e-16       3.722601759881e-14       1.978951722803e-18      -1.057047294255e-16 
   67       2.408938460071e-10       3.888147226140e-14      -5.955359140092e-13       0.000000000000e+00       4.015867236654e-13       4.015865567465e-13       1.682663802545e-19      -2.203893350867e-12      -2.204012152593e-12       1.188017263173e-16       1.242653638320e-13       1.242500448691e-13       3.751640148900e-19       1.163590330306e-13      -3.516255808875e-16       3.887098080419e-14       1.951014801404e-18      -1.102963653062e-16 
   68       2.440788472728e-10       4.055916519548e-14      -6.506533804195e-13       0.000000000000e+00       3.977851799833e-13       3.977850088670e-13       1.702740380136e-19      -2.342617276891e-12      -2.342740793779e-12       1.235168880289e-16       1.262960146645e-13       1.262813926048e-13       3.754711649954e-19       1.209182282771e-13      -3.642478265785e-16       4.054911355243e-14       1.861064547117e-18      -1.149383548361e-16 
   69       2.472942889774e-10       4.226707840351e-14      -7.074580990869e-13       0.000000000000e+00       3.939998237170e-13       3.939996531791e-13       1.679505947030e-19      -2.479837622169e-12      -2.479965435622e-12       1.278134539084e-16       1.282915566045e-13       1.282809829785e-13       3.544721847334e-19       1.255402289871e-13      -3.719443110015e-16       4.225951049043e-14       1.708888061331e-18      -1.196280139863e-16 
   70       2.505409375313e-10       4.400474173826e-14      -7.660151557619e-13       0.000000000000e+00       3.902309008862e-13       3.902307344072e-13       1.610645215173e-19      -2.615536390575e-12      -2.615666514594e-12       1.301240190698e-16       1.302518747377e-13       1.302477226170e-13       3.146145139317e-19       1.302236768676e-13      -3.759897206004e-16       4.400121593995e-14       1.510879077288e-18      -1.243739311124e-16 
   71       2.538186962087e-10       4.577239800011e-14      -8.263619952823e-13       0.000000000000e+00       3.864786426671e-13       3.864784860460e-13       1.503112173758e-19      -2.749695331999e-12      -2.749825090160e-12       1.297581605424e-16       1.321780051409e-13       1.321805514035e-13       2.623925518715e-19       1.349689850561e-13      -3.792724762858e-16       4.577322259630e-14       1.292850890607e-18      -1.291910237599e-16 
   72       2.571289036941e-10       4.757043689678e-14      -8.884815541911e-13       0.000000000000e+00       3.827432755836e-13       3.827431347403e-13       1.369725024069e-19      -2.882305717913e-12      -2.882432455058e-12       1.267371454970e-16       1.340711579008e-13       1.340784370851e-13       2.058441110320e-19       1.397769727427e-13      -3.850543055654e-16       4.757446747453e-14       1.081240603761e-18      -1.340944821342e-16 
